n1	t	n2
ls:fr:node:48918	ls:fr:lf:29	ls:fr:node:48077
ls:fr:node:48918	ls:fr:lf:107	ls:fr:node:48199
ls:fr:node:48919	ls:fr:lf:3	ls:fr:node:48923
ls:fr:node:48919	ls:fr:lf:29	ls:fr:node:48076
ls:fr:node:48919	ls:fr:lf:126	ls:fr:node:29712
ls:fr:node:48920	ls:fr:lf:3	ls:fr:node:34661
ls:fr:node:48921	ls:fr:lf:3	ls:fr:node:48922
ls:fr:node:48922	ls:fr:lf:3	ls:fr:node:48921
ls:fr:node:48923	ls:fr:lf:3	ls:fr:node:48919
ls:fr:node:48924	ls:fr:lf:228	ls:fr:node:41562
ls:fr:node:48924	ls:fr:lf:228	ls:fr:node:48925
ls:fr:node:48925	ls:fr:lf:3	ls:fr:node:41562
ls:fr:node:48926	ls:fr:lf:35	ls:fr:node:48928
ls:fr:node:48926	ls:fr:lf:35	ls:fr:node:48927
ls:fr:node:48927	ls:fr:lf:683	ls:fr:node:48928
ls:fr:node:48928	ls:fr:lf:387	ls:fr:node:48927
ls:fr:node:48928	ls:fr:lf:3	ls:fr:node:30857
ls:fr:node:48928	ls:fr:lf:3	ls:fr:node:38507
ls:fr:node:48928	ls:fr:lf:3	ls:fr:node:38506
ls:fr:node:48929	ls:fr:lf:10	ls:fr:node:31488
ls:fr:node:48930	ls:fr:lf:10	ls:fr:node:33611
ls:fr:node:48931	ls:fr:lf:3	ls:fr:node:31508
ls:fr:node:48932	ls:fr:lf:3	ls:fr:node:31928
ls:fr:node:48933	ls:fr:lf:21	ls:fr:node:48852
ls:fr:node:48933	ls:fr:lf:28	ls:fr:node:31841
ls:fr:node:48934	ls:fr:lf:10	ls:fr:node:48935
ls:fr:node:48935	ls:fr:lf:10	ls:fr:node:48934
ls:fr:node:48936	ls:fr:lf:3	ls:fr:node:48940
ls:fr:node:48937	ls:fr:lf:3	ls:fr:node:31515
ls:fr:node:48937	ls:fr:lf:3	ls:fr:node:32040
ls:fr:node:48937	ls:fr:lf:3	ls:fr:node:51584
ls:fr:node:48937	ls:fr:lf:3	ls:fr:node:44039
ls:fr:node:48937	ls:fr:lf:23	ls:fr:node:40822
ls:fr:node:48938	ls:fr:lf:37	ls:fr:node:48852
ls:fr:node:48939	ls:fr:lf:3	ls:fr:node:29222
ls:fr:node:48940	ls:fr:lf:3	ls:fr:node:48936
ls:fr:node:48941	ls:fr:lf:3	ls:fr:node:29543
ls:fr:node:48942	ls:fr:lf:16	ls:fr:node:26230
ls:fr:node:48943	ls:fr:lf:4	ls:fr:node:45037
ls:fr:node:48944	ls:fr:lf:13	ls:fr:node:31519
ls:fr:node:48947	ls:fr:lf:3	ls:fr:node:29034
ls:fr:node:48948	ls:fr:lf:31	ls:fr:node:29454
ls:fr:node:48949	ls:fr:lf:3	ls:fr:node:43596
ls:fr:node:48950	ls:fr:lf:3	ls:fr:node:37366
ls:fr:node:48951	ls:fr:lf:3	ls:fr:node:48955
ls:fr:node:48952	ls:fr:lf:3	ls:fr:node:49347
ls:fr:node:48953	ls:fr:lf:6	ls:fr:node:26978
ls:fr:node:48953	ls:fr:lf:6	ls:fr:node:48991
ls:fr:node:48954	ls:fr:lf:20	ls:fr:node:47010
ls:fr:node:48954	ls:fr:lf:3	ls:fr:node:40242
ls:fr:node:48955	ls:fr:lf:3	ls:fr:node:48951
ls:fr:node:48956	ls:fr:lf:10	ls:fr:node:48077
ls:fr:node:48957	ls:fr:lf:3	ls:fr:node:45835
ls:fr:node:48958	ls:fr:lf:422	ls:fr:node:27126
ls:fr:node:48958	ls:fr:lf:104	ls:fr:node:48358
ls:fr:node:48958	ls:fr:lf:126	ls:fr:node:42600
ls:fr:node:48958	ls:fr:lf:126	ls:fr:node:29712
ls:fr:node:48962	ls:fr:lf:732	ls:fr:node:26444
ls:fr:node:48963	ls:fr:lf:3	ls:fr:node:38262
ls:fr:node:48963	ls:fr:lf:217	ls:fr:node:49265
ls:fr:node:48963	ls:fr:lf:217	ls:fr:node:42745
ls:fr:node:48963	ls:fr:lf:208	ls:fr:node:47457
ls:fr:node:48964	ls:fr:lf:3	ls:fr:node:27787
ls:fr:node:48964	ls:fr:lf:3	ls:fr:node:28236
ls:fr:node:48964	ls:fr:lf:3	ls:fr:node:49286
ls:fr:node:48964	ls:fr:lf:126	ls:fr:node:38724
ls:fr:node:48964	ls:fr:lf:168	ls:fr:node:43932
ls:fr:node:48964	ls:fr:lf:208	ls:fr:node:47457
ls:fr:node:48964	ls:fr:lf:175	ls:fr:node:26389
ls:fr:node:48964	ls:fr:lf:217	ls:fr:node:27113
ls:fr:node:48965	ls:fr:lf:10	ls:fr:node:30305
ls:fr:node:48966	ls:fr:lf:505	ls:fr:node:39631
ls:fr:node:48966	ls:fr:lf:505	ls:fr:node:34580
ls:fr:node:48966	ls:fr:lf:219	ls:fr:node:45106
ls:fr:node:48966	ls:fr:lf:219	ls:fr:node:44104
ls:fr:node:48966	ls:fr:lf:219	ls:fr:node:48561
ls:fr:node:48966	ls:fr:lf:208	ls:fr:node:47457
ls:fr:node:48966	ls:fr:lf:208	ls:fr:node:42248
ls:fr:node:48966	ls:fr:lf:208	ls:fr:node:42247
ls:fr:node:48966	ls:fr:lf:217	ls:fr:node:42745
ls:fr:node:48966	ls:fr:lf:217	ls:fr:node:49269
ls:fr:node:48966	ls:fr:lf:217	ls:fr:node:41954
ls:fr:node:48966	ls:fr:lf:168	ls:fr:node:43932
ls:fr:node:48966	ls:fr:lf:213	ls:fr:node:44104
ls:fr:node:48966	ls:fr:lf:213	ls:fr:node:44100
ls:fr:node:48966	ls:fr:lf:213	ls:fr:node:48561
ls:fr:node:48966	ls:fr:lf:175	ls:fr:node:26389
ls:fr:node:48966	ls:fr:lf:175	ls:fr:node:48215
ls:fr:node:48966	ls:fr:lf:104	ls:fr:node:48569
ls:fr:node:48966	ls:fr:lf:104	ls:fr:node:49260
ls:fr:node:48966	ls:fr:lf:104	ls:fr:node:49310
ls:fr:node:48966	ls:fr:lf:107	ls:fr:node:49309
ls:fr:node:48966	ls:fr:lf:3	ls:fr:node:30027
ls:fr:node:48966	ls:fr:lf:3	ls:fr:node:29846
ls:fr:node:48966	ls:fr:lf:126	ls:fr:node:27737
ls:fr:node:48966	ls:fr:lf:132	ls:fr:node:28987
ls:fr:node:48966	ls:fr:lf:132	ls:fr:node:33622
ls:fr:node:48967	ls:fr:lf:10	ls:fr:node:48968
ls:fr:node:48967	ls:fr:lf:37	ls:fr:node:48851
ls:fr:node:48967	ls:fr:lf:37	ls:fr:node:27544
ls:fr:node:48968	ls:fr:lf:10	ls:fr:node:48967
ls:fr:node:48968	ls:fr:lf:3	ls:fr:node:37956
ls:fr:node:48970	ls:fr:lf:6	ls:fr:node:45704
ls:fr:node:48970	ls:fr:lf:6	ls:fr:node:36289
ls:fr:node:48970	ls:fr:lf:6	ls:fr:node:27805
ls:fr:node:48970	ls:fr:lf:6	ls:fr:node:41205
ls:fr:node:48970	ls:fr:lf:3	ls:fr:node:47003
ls:fr:node:48971	ls:fr:lf:3	ls:fr:node:53624
ls:fr:node:48972	ls:fr:lf:2	ls:fr:node:48976
ls:fr:node:48973	ls:fr:lf:3	ls:fr:node:44666
ls:fr:node:48974	ls:fr:lf:2	ls:fr:node:47337
ls:fr:node:48974	ls:fr:lf:3	ls:fr:node:28941
ls:fr:node:48975	ls:fr:lf:3	ls:fr:node:35148
ls:fr:node:48975	ls:fr:lf:3	ls:fr:node:35147
ls:fr:node:48975	ls:fr:lf:3	ls:fr:node:27347
ls:fr:node:48976	ls:fr:lf:2	ls:fr:node:48972
ls:fr:node:48977	ls:fr:lf:2	ls:fr:node:48978
ls:fr:node:48978	ls:fr:lf:2	ls:fr:node:48977
ls:fr:node:48979	ls:fr:lf:3	ls:fr:node:31545
ls:fr:node:48981	ls:fr:lf:3	ls:fr:node:31552
ls:fr:node:48982	ls:fr:lf:3	ls:fr:node:26257
ls:fr:node:48984	ls:fr:lf:3	ls:fr:node:27288
ls:fr:node:48989	ls:fr:lf:3	ls:fr:node:39860
ls:fr:node:48991	ls:fr:lf:105	ls:fr:node:38129
ls:fr:node:48991	ls:fr:lf:20	ls:fr:node:48953
ls:fr:node:48992	ls:fr:lf:683	ls:fr:node:48893
ls:fr:node:48992	ls:fr:lf:20	ls:fr:node:36850
ls:fr:node:48992	ls:fr:lf:20	ls:fr:node:28980
ls:fr:node:48992	ls:fr:lf:40	ls:fr:node:27544
ls:fr:node:48993	ls:fr:lf:3	ls:fr:node:47140
ls:fr:node:48994	ls:fr:lf:21	ls:fr:node:50282
ls:fr:node:48995	ls:fr:lf:10	ls:fr:node:48080
ls:fr:node:48995	ls:fr:lf:104	ls:fr:node:48358
ls:fr:node:48995	ls:fr:lf:422	ls:fr:node:49016
ls:fr:node:48995	ls:fr:lf:422	ls:fr:node:49018
ls:fr:node:48995	ls:fr:lf:422	ls:fr:node:27921
ls:fr:node:48995	ls:fr:lf:126	ls:fr:node:42600
ls:fr:node:48995	ls:fr:lf:126	ls:fr:node:29712
ls:fr:node:48995	ls:fr:lf:126	ls:fr:node:48884
ls:fr:node:48997	ls:fr:lf:4	ls:fr:node:29872
ls:fr:node:48998	ls:fr:lf:62	ls:fr:node:46054
ls:fr:node:48998	ls:fr:lf:62	ls:fr:node:39106
ls:fr:node:48998	ls:fr:lf:20	ls:fr:node:26197
ls:fr:node:48998	ls:fr:lf:31	ls:fr:node:33371
ls:fr:node:48998	ls:fr:lf:31	ls:fr:node:33372
ls:fr:node:48998	ls:fr:lf:74	ls:fr:node:28272
ls:fr:node:48998	ls:fr:lf:74	ls:fr:node:30444
ls:fr:node:48998	ls:fr:lf:168	ls:fr:node:39134
ls:fr:node:48998	ls:fr:lf:168	ls:fr:node:39115
ls:fr:node:48999	ls:fr:lf:2	ls:fr:node:29722
ls:fr:node:49000	ls:fr:lf:2	ls:fr:node:49001
ls:fr:node:49001	ls:fr:lf:2	ls:fr:node:49000
ls:fr:node:49002	ls:fr:lf:4	ls:fr:node:30444
ls:fr:node:49002	ls:fr:lf:4	ls:fr:node:28272
ls:fr:node:49002	ls:fr:lf:170	ls:fr:node:39134
ls:fr:node:49002	ls:fr:lf:170	ls:fr:node:38625
ls:fr:node:49002	ls:fr:lf:19	ls:fr:node:38961
ls:fr:node:49003	ls:fr:lf:5	ls:fr:node:29951
ls:fr:node:49004	ls:fr:lf:4	ls:fr:node:41105
ls:fr:node:49005	ls:fr:lf:8	ls:fr:node:28749
ls:fr:node:49006	ls:fr:lf:3	ls:fr:node:29179
ls:fr:node:49007	ls:fr:lf:10	ls:fr:node:36224
ls:fr:node:49007	ls:fr:lf:3	ls:fr:node:37983
ls:fr:node:49009	ls:fr:lf:3	ls:fr:node:49012
ls:fr:node:49009	ls:fr:lf:3	ls:fr:node:53000
ls:fr:node:49010	ls:fr:lf:20	ls:fr:node:27968
ls:fr:node:49011	ls:fr:lf:2	ls:fr:node:30651
ls:fr:node:49012	ls:fr:lf:3	ls:fr:node:51024
ls:fr:node:49014	ls:fr:lf:3	ls:fr:node:49015
ls:fr:node:49015	ls:fr:lf:3	ls:fr:node:49014
ls:fr:node:49016	ls:fr:lf:3	ls:fr:node:49018
ls:fr:node:49016	ls:fr:lf:3	ls:fr:node:27921
ls:fr:node:49017	ls:fr:lf:3	ls:fr:node:49020
ls:fr:node:49018	ls:fr:lf:3	ls:fr:node:49016
ls:fr:node:49019	ls:fr:lf:3	ls:fr:node:37244
ls:fr:node:49020	ls:fr:lf:3	ls:fr:node:49017
ls:fr:node:49020	ls:fr:lf:10	ls:fr:node:39664
ls:fr:node:49021	ls:fr:lf:3	ls:fr:node:49022
ls:fr:node:49021	ls:fr:lf:3	ls:fr:node:54043
ls:fr:node:49021	ls:fr:lf:3	ls:fr:node:55648
ls:fr:node:49021	ls:fr:lf:3	ls:fr:node:45416
ls:fr:node:49022	ls:fr:lf:3	ls:fr:node:49021
ls:fr:node:49024	ls:fr:lf:10	ls:fr:node:39663
ls:fr:node:49025	ls:fr:lf:2	ls:fr:node:46581
ls:fr:node:49026	ls:fr:lf:3	ls:fr:node:39392
ls:fr:node:49026	ls:fr:lf:3	ls:fr:node:38369
ls:fr:node:49027	ls:fr:lf:3	ls:fr:node:38366
ls:fr:node:49027	ls:fr:lf:3	ls:fr:node:30746
ls:fr:node:49027	ls:fr:lf:3	ls:fr:node:38365
ls:fr:node:49028	ls:fr:lf:3	ls:fr:node:41075
ls:fr:node:49028	ls:fr:lf:13	ls:fr:node:54361
ls:fr:node:49028	ls:fr:lf:13	ls:fr:node:54360
ls:fr:node:49029	ls:fr:lf:31	ls:fr:node:49030
ls:fr:node:49031	ls:fr:lf:40	ls:fr:node:32563
ls:fr:node:49031	ls:fr:lf:40	ls:fr:node:32564
ls:fr:node:49032	ls:fr:lf:3	ls:fr:node:49036
ls:fr:node:49033	ls:fr:lf:3	ls:fr:node:31502
ls:fr:node:49034	ls:fr:lf:21	ls:fr:node:49035
ls:fr:node:49035	ls:fr:lf:23	ls:fr:node:49034
ls:fr:node:49036	ls:fr:lf:3	ls:fr:node:49032
ls:fr:node:49037	ls:fr:lf:3	ls:fr:node:49033
ls:fr:node:49038	ls:fr:lf:3	ls:fr:node:26591
ls:fr:node:49038	ls:fr:lf:3	ls:fr:node:45441
ls:fr:node:49039	ls:fr:lf:23	ls:fr:node:37378
ls:fr:node:49040	ls:fr:lf:3	ls:fr:node:34770
ls:fr:node:49043	ls:fr:lf:3	ls:fr:node:29649
ls:fr:node:49043	ls:fr:lf:3	ls:fr:node:29650
ls:fr:node:49044	ls:fr:lf:3	ls:fr:node:43444
ls:fr:node:49045	ls:fr:lf:13	ls:fr:node:48469
ls:fr:node:49047	ls:fr:lf:168	ls:fr:node:31627
ls:fr:node:49047	ls:fr:lf:387	ls:fr:node:49048
ls:fr:node:49048	ls:fr:lf:683	ls:fr:node:49047
ls:fr:node:49048	ls:fr:lf:168	ls:fr:node:31627
ls:fr:node:49049	ls:fr:lf:3	ls:fr:node:48172
ls:fr:node:49049	ls:fr:lf:385	ls:fr:node:48191
ls:fr:node:49050	ls:fr:lf:3	ls:fr:node:48172
ls:fr:node:49051	ls:fr:lf:4	ls:fr:node:29525
ls:fr:node:49051	ls:fr:lf:3	ls:fr:node:49775
ls:fr:node:49052	ls:fr:lf:40	ls:fr:node:29602
ls:fr:node:49053	ls:fr:lf:4	ls:fr:node:28436
ls:fr:node:49055	ls:fr:lf:3	ls:fr:node:37462
ls:fr:node:49055	ls:fr:lf:3	ls:fr:node:53931
ls:fr:node:49056	ls:fr:lf:20	ls:fr:node:49065
ls:fr:node:49056	ls:fr:lf:544	ls:fr:node:32623
ls:fr:node:49057	ls:fr:lf:4	ls:fr:node:55212
ls:fr:node:49058	ls:fr:lf:3	ls:fr:node:40645
ls:fr:node:49059	ls:fr:lf:23	ls:fr:node:49060
ls:fr:node:49060	ls:fr:lf:21	ls:fr:node:49059
ls:fr:node:49061	ls:fr:lf:16	ls:fr:node:49062
ls:fr:node:49061	ls:fr:lf:104	ls:fr:node:49260
ls:fr:node:49061	ls:fr:lf:104	ls:fr:node:48808
ls:fr:node:49061	ls:fr:lf:104	ls:fr:node:48569
ls:fr:node:49061	ls:fr:lf:213	ls:fr:node:44104
ls:fr:node:49061	ls:fr:lf:213	ls:fr:node:44100
ls:fr:node:49061	ls:fr:lf:213	ls:fr:node:48561
ls:fr:node:49062	ls:fr:lf:16	ls:fr:node:49061
ls:fr:node:49062	ls:fr:lf:4	ls:fr:node:29328
ls:fr:node:49063	ls:fr:lf:2	ls:fr:node:34937
ls:fr:node:49064	ls:fr:lf:74	ls:fr:node:49065
ls:fr:node:49065	ls:fr:lf:6	ls:fr:node:51104
ls:fr:node:49065	ls:fr:lf:6	ls:fr:node:51103
ls:fr:node:49065	ls:fr:lf:6	ls:fr:node:49056
ls:fr:node:49066	ls:fr:lf:4	ls:fr:node:42688
ls:fr:node:49068	ls:fr:lf:2	ls:fr:node:46444
ls:fr:node:49070	ls:fr:lf:62	ls:fr:node:35221
ls:fr:node:49070	ls:fr:lf:3	ls:fr:node:49071
ls:fr:node:49071	ls:fr:lf:878	ls:fr:node:27361
ls:fr:node:49071	ls:fr:lf:3	ls:fr:node:49070
ls:fr:node:49071	ls:fr:lf:5	ls:fr:node:49072
ls:fr:node:49072	ls:fr:lf:4	ls:fr:node:49071
ls:fr:node:49073	ls:fr:lf:20	ls:fr:node:28817
ls:fr:node:49074	ls:fr:lf:3	ls:fr:node:49043
ls:fr:node:49074	ls:fr:lf:3	ls:fr:node:29649
ls:fr:node:49074	ls:fr:lf:3	ls:fr:node:29650
ls:fr:node:49075	ls:fr:lf:2	ls:fr:node:29650
ls:fr:node:49076	ls:fr:lf:3	ls:fr:node:34801
ls:fr:node:49077	ls:fr:lf:4	ls:fr:node:29650
ls:fr:node:49077	ls:fr:lf:20	ls:fr:node:28416
ls:fr:node:49078	ls:fr:lf:4	ls:fr:node:28416
ls:fr:node:49079	ls:fr:lf:3	ls:fr:node:27106
ls:fr:node:49080	ls:fr:lf:2	ls:fr:node:48219
ls:fr:node:49081	ls:fr:lf:3	ls:fr:node:48016
ls:fr:node:49082	ls:fr:lf:3	ls:fr:node:26281
ls:fr:node:49083	ls:fr:lf:3	ls:fr:node:31043
ls:fr:node:49084	ls:fr:lf:21	ls:fr:node:53469
ls:fr:node:49086	ls:fr:lf:21	ls:fr:node:53474
ls:fr:node:49090	ls:fr:lf:4	ls:fr:node:44183
ls:fr:node:49091	ls:fr:lf:3	ls:fr:node:32459
ls:fr:node:49092	ls:fr:lf:13	ls:fr:node:31531
ls:fr:node:49092	ls:fr:lf:3	ls:fr:node:50761
ls:fr:node:49093	ls:fr:lf:13	ls:fr:node:44392
ls:fr:node:49094	ls:fr:lf:13	ls:fr:node:38058
ls:fr:node:49096	ls:fr:lf:3	ls:fr:node:26566
ls:fr:node:49097	ls:fr:lf:23	ls:fr:node:43893
ls:fr:node:49098	ls:fr:lf:4	ls:fr:node:31546
ls:fr:node:49100	ls:fr:lf:3	ls:fr:node:49826
ls:fr:node:49101	ls:fr:lf:3	ls:fr:node:44089
ls:fr:node:49107	ls:fr:lf:3	ls:fr:node:43170
ls:fr:node:49109	ls:fr:lf:3	ls:fr:node:43171
ls:fr:node:49110	ls:fr:lf:4	ls:fr:node:49331
ls:fr:node:49112	ls:fr:lf:4	ls:fr:node:27199
ls:fr:node:49113	ls:fr:lf:20	ls:fr:node:27164
ls:fr:node:49114	ls:fr:lf:3	ls:fr:node:37462
ls:fr:node:49116	ls:fr:lf:3	ls:fr:node:48195
ls:fr:node:49117	ls:fr:lf:3	ls:fr:node:48198
ls:fr:node:49118	ls:fr:lf:3	ls:fr:node:28991
ls:fr:node:49118	ls:fr:lf:3	ls:fr:node:32268
ls:fr:node:49118	ls:fr:lf:69	ls:fr:node:49119
ls:fr:node:49119	ls:fr:lf:23	ls:fr:node:49791
ls:fr:node:49119	ls:fr:lf:3	ls:fr:node:35344
ls:fr:node:49119	ls:fr:lf:126	ls:fr:node:55788
ls:fr:node:49119	ls:fr:lf:5	ls:fr:node:55794
ls:fr:node:49120	ls:fr:lf:3	ls:fr:node:29408
ls:fr:node:49121	ls:fr:lf:10	ls:fr:node:55237
ls:fr:node:49122	ls:fr:lf:13	ls:fr:node:28746
ls:fr:node:49124	ls:fr:lf:3	ls:fr:node:39269
ls:fr:node:49125	ls:fr:lf:3	ls:fr:node:52178
ls:fr:node:49126	ls:fr:lf:31	ls:fr:node:40830
ls:fr:node:49126	ls:fr:lf:31	ls:fr:node:40858
ls:fr:node:49127	ls:fr:lf:387	ls:fr:node:49128
ls:fr:node:49128	ls:fr:lf:683	ls:fr:node:49127
ls:fr:node:49129	ls:fr:lf:3	ls:fr:node:28533
ls:fr:node:49130	ls:fr:lf:5	ls:fr:node:43886
ls:fr:node:49131	ls:fr:lf:3	ls:fr:node:50175
ls:fr:node:49131	ls:fr:lf:31	ls:fr:node:53558
ls:fr:node:49131	ls:fr:lf:31	ls:fr:node:53559
ls:fr:node:49131	ls:fr:lf:40	ls:fr:node:26348
ls:fr:node:49133	ls:fr:lf:40	ls:fr:node:28219
ls:fr:node:49133	ls:fr:lf:4	ls:fr:node:26389
ls:fr:node:49134	ls:fr:lf:13	ls:fr:node:47483
ls:fr:node:49134	ls:fr:lf:13	ls:fr:node:47485
ls:fr:node:49135	ls:fr:lf:683	ls:fr:node:49136
ls:fr:node:49136	ls:fr:lf:387	ls:fr:node:49135
ls:fr:node:49137	ls:fr:lf:3	ls:fr:node:53946
ls:fr:node:49141	ls:fr:lf:20	ls:fr:node:46738
ls:fr:node:49141	ls:fr:lf:16	ls:fr:node:55332
ls:fr:node:49142	ls:fr:lf:2	ls:fr:node:47473
ls:fr:node:49142	ls:fr:lf:6	ls:fr:node:48725
ls:fr:node:49142	ls:fr:lf:563	ls:fr:node:47477
ls:fr:node:49142	ls:fr:lf:4	ls:fr:node:27164
ls:fr:node:49142	ls:fr:lf:266	ls:fr:node:28141
ls:fr:node:49142	ls:fr:lf:266	ls:fr:node:38547
ls:fr:node:49144	ls:fr:lf:31	ls:fr:node:50004
ls:fr:node:49146	ls:fr:lf:3	ls:fr:node:45334
ls:fr:node:49147	ls:fr:lf:3	ls:fr:node:40835
ls:fr:node:49148	ls:fr:lf:3	ls:fr:node:48198
ls:fr:node:49149	ls:fr:lf:3	ls:fr:node:34053
ls:fr:node:49149	ls:fr:lf:3	ls:fr:node:48195
ls:fr:node:49149	ls:fr:lf:3	ls:fr:node:53204
ls:fr:node:49150	ls:fr:lf:3	ls:fr:node:48198
ls:fr:node:49151	ls:fr:lf:3	ls:fr:node:48198
ls:fr:node:49152	ls:fr:lf:3	ls:fr:node:51035
ls:fr:node:49153	ls:fr:lf:17	ls:fr:node:49154
ls:fr:node:49154	ls:fr:lf:18	ls:fr:node:49153
ls:fr:node:49155	ls:fr:lf:3	ls:fr:node:30375
ls:fr:node:49156	ls:fr:lf:3	ls:fr:node:49584
ls:fr:node:49158	ls:fr:lf:4	ls:fr:node:42582
ls:fr:node:49158	ls:fr:lf:3	ls:fr:node:50627
ls:fr:node:49158	ls:fr:lf:3	ls:fr:node:38122
ls:fr:node:49158	ls:fr:lf:3	ls:fr:node:53115
ls:fr:node:49159	ls:fr:lf:3	ls:fr:node:36473
ls:fr:node:49160	ls:fr:lf:3	ls:fr:node:34138
ls:fr:node:49161	ls:fr:lf:2	ls:fr:node:49163
ls:fr:node:49161	ls:fr:lf:3	ls:fr:node:30911
ls:fr:node:49161	ls:fr:lf:175	ls:fr:node:26389
ls:fr:node:49161	ls:fr:lf:168	ls:fr:node:43932
ls:fr:node:49161	ls:fr:lf:104	ls:fr:node:49285
ls:fr:node:49161	ls:fr:lf:126	ls:fr:node:38724
ls:fr:node:49161	ls:fr:lf:217	ls:fr:node:27113
ls:fr:node:49161	ls:fr:lf:217	ls:fr:node:42745
ls:fr:node:49161	ls:fr:lf:31	ls:fr:node:49291
ls:fr:node:49161	ls:fr:lf:31	ls:fr:node:49290
ls:fr:node:49161	ls:fr:lf:208	ls:fr:node:47457
ls:fr:node:49162	ls:fr:lf:8	ls:fr:node:26910
ls:fr:node:49163	ls:fr:lf:3	ls:fr:node:30911
ls:fr:node:49163	ls:fr:lf:2	ls:fr:node:49161
ls:fr:node:49164	ls:fr:lf:3	ls:fr:node:45679
ls:fr:node:49165	ls:fr:lf:4	ls:fr:node:52246
ls:fr:node:49166	ls:fr:lf:3	ls:fr:node:41746
ls:fr:node:49166	ls:fr:lf:37	ls:fr:node:27505
ls:fr:node:49167	ls:fr:lf:3	ls:fr:node:35079
ls:fr:node:49167	ls:fr:lf:21	ls:fr:node:35084
ls:fr:node:49168	ls:fr:lf:37	ls:fr:node:26623
ls:fr:node:49168	ls:fr:lf:37	ls:fr:node:27505
ls:fr:node:49169	ls:fr:lf:3	ls:fr:node:38603
ls:fr:node:49169	ls:fr:lf:3	ls:fr:node:45606
ls:fr:node:49169	ls:fr:lf:21	ls:fr:node:37849
ls:fr:node:49170	ls:fr:lf:2	ls:fr:node:47290
ls:fr:node:49172	ls:fr:lf:3	ls:fr:node:37080
ls:fr:node:49173	ls:fr:lf:2	ls:fr:node:47293
ls:fr:node:49174	ls:fr:lf:2	ls:fr:node:47294
ls:fr:node:49175	ls:fr:lf:2	ls:fr:node:47295
ls:fr:node:49176	ls:fr:lf:3	ls:fr:node:41317
ls:fr:node:49177	ls:fr:lf:3	ls:fr:node:31325
ls:fr:node:49179	ls:fr:lf:366	ls:fr:node:30550
ls:fr:node:49180	ls:fr:lf:3	ls:fr:node:45604
ls:fr:node:49181	ls:fr:lf:3	ls:fr:node:49427
ls:fr:node:49181	ls:fr:lf:3	ls:fr:node:35762
ls:fr:node:49181	ls:fr:lf:12	ls:fr:node:49182
ls:fr:node:49181	ls:fr:lf:10	ls:fr:node:49362
ls:fr:node:49181	ls:fr:lf:4	ls:fr:node:48075
ls:fr:node:49182	ls:fr:lf:11	ls:fr:node:49181
ls:fr:node:49183	ls:fr:lf:3	ls:fr:node:45405
ls:fr:node:49184	ls:fr:lf:165	ls:fr:node:29536
ls:fr:node:49184	ls:fr:lf:165	ls:fr:node:43779
ls:fr:node:49184	ls:fr:lf:178	ls:fr:node:47886
ls:fr:node:49184	ls:fr:lf:178	ls:fr:node:39434
ls:fr:node:49184	ls:fr:lf:228	ls:fr:node:41554
ls:fr:node:49184	ls:fr:lf:569	ls:fr:node:39435
ls:fr:node:49184	ls:fr:lf:3	ls:fr:node:49572
ls:fr:node:49186	ls:fr:lf:3	ls:fr:node:26638
ls:fr:node:49187	ls:fr:lf:3	ls:fr:node:42745
ls:fr:node:49187	ls:fr:lf:3	ls:fr:node:49842
ls:fr:node:49188	ls:fr:lf:4	ls:fr:node:39322
ls:fr:node:49189	ls:fr:lf:3	ls:fr:node:51615
ls:fr:node:49191	ls:fr:lf:4	ls:fr:node:26458
ls:fr:node:49192	ls:fr:lf:4	ls:fr:node:49891
ls:fr:node:49193	ls:fr:lf:3	ls:fr:node:30247
ls:fr:node:49194	ls:fr:lf:3	ls:fr:node:29933
ls:fr:node:49196	ls:fr:lf:2	ls:fr:node:44721
ls:fr:node:49197	ls:fr:lf:20	ls:fr:node:28556
ls:fr:node:49197	ls:fr:lf:20	ls:fr:node:53599
ls:fr:node:49198	ls:fr:lf:20	ls:fr:node:28342
ls:fr:node:49199	ls:fr:lf:11	ls:fr:node:31673
ls:fr:node:49200	ls:fr:lf:74	ls:fr:node:28550
ls:fr:node:49201	ls:fr:lf:3	ls:fr:node:48761
ls:fr:node:49201	ls:fr:lf:3	ls:fr:node:47649
ls:fr:node:49202	ls:fr:lf:2	ls:fr:node:30782
ls:fr:node:49203	ls:fr:lf:10	ls:fr:node:46583
ls:fr:node:49204	ls:fr:lf:20	ls:fr:node:28857
ls:fr:node:49204	ls:fr:lf:20	ls:fr:node:53613
ls:fr:node:49205	ls:fr:lf:3	ls:fr:node:29749
ls:fr:node:49206	ls:fr:lf:28	ls:fr:node:49207
ls:fr:node:49207	ls:fr:lf:21	ls:fr:node:49206
ls:fr:node:49208	ls:fr:lf:37	ls:fr:node:28768
ls:fr:node:49208	ls:fr:lf:21	ls:fr:node:53004
ls:fr:node:49209	ls:fr:lf:3	ls:fr:node:27432
ls:fr:node:49209	ls:fr:lf:3	ls:fr:node:46683
ls:fr:node:49209	ls:fr:lf:366	ls:fr:node:53003
ls:fr:node:49210	ls:fr:lf:3	ls:fr:node:51599
ls:fr:node:49210	ls:fr:lf:3	ls:fr:node:29375
ls:fr:node:49210	ls:fr:lf:13	ls:fr:node:27155
ls:fr:node:49210	ls:fr:lf:13	ls:fr:node:53484
ls:fr:node:49211	ls:fr:lf:29	ls:fr:node:37207
