n1	t	n2
ls:fr:node:49211	ls:fr:lf:3	ls:fr:node:53489
ls:fr:node:49213	ls:fr:lf:3	ls:fr:node:28143
ls:fr:node:49213	ls:fr:lf:13	ls:fr:node:34098
ls:fr:node:49214	ls:fr:lf:8	ls:fr:node:27529
ls:fr:node:49215	ls:fr:lf:3	ls:fr:node:29751
ls:fr:node:49216	ls:fr:lf:4	ls:fr:node:40947
ls:fr:node:49217	ls:fr:lf:21	ls:fr:node:40299
ls:fr:node:49218	ls:fr:lf:2	ls:fr:node:39747
ls:fr:node:49219	ls:fr:lf:3	ls:fr:node:29761
ls:fr:node:49222	ls:fr:lf:3	ls:fr:node:31430
ls:fr:node:49223	ls:fr:lf:3	ls:fr:node:45952
ls:fr:node:49224	ls:fr:lf:3	ls:fr:node:30210
ls:fr:node:49224	ls:fr:lf:31	ls:fr:node:54280
ls:fr:node:49224	ls:fr:lf:104	ls:fr:node:39931
ls:fr:node:49226	ls:fr:lf:3	ls:fr:node:28970
ls:fr:node:49227	ls:fr:lf:4	ls:fr:node:46534
ls:fr:node:49228	ls:fr:lf:3	ls:fr:node:55375
ls:fr:node:49229	ls:fr:lf:4	ls:fr:node:41666
ls:fr:node:49231	ls:fr:lf:3	ls:fr:node:30543
ls:fr:node:49236	ls:fr:lf:3	ls:fr:node:52998
ls:fr:node:49237	ls:fr:lf:31	ls:fr:node:28867
ls:fr:node:49238	ls:fr:lf:3	ls:fr:node:35462
ls:fr:node:49238	ls:fr:lf:3	ls:fr:node:39123
ls:fr:node:49238	ls:fr:lf:10	ls:fr:node:47134
ls:fr:node:49238	ls:fr:lf:21	ls:fr:node:49240
ls:fr:node:49238	ls:fr:lf:330	ls:fr:node:49017
ls:fr:node:49239	ls:fr:lf:10	ls:fr:node:49240
ls:fr:node:49239	ls:fr:lf:23	ls:fr:node:47134
ls:fr:node:49240	ls:fr:lf:10	ls:fr:node:49239
ls:fr:node:49240	ls:fr:lf:23	ls:fr:node:49238
ls:fr:node:49241	ls:fr:lf:10	ls:fr:node:47942
ls:fr:node:49243	ls:fr:lf:20	ls:fr:node:26980
ls:fr:node:49244	ls:fr:lf:20	ls:fr:node:35199
ls:fr:node:49246	ls:fr:lf:3	ls:fr:node:27485
ls:fr:node:49248	ls:fr:lf:3	ls:fr:node:44565
ls:fr:node:49248	ls:fr:lf:3	ls:fr:node:43347
ls:fr:node:49249	ls:fr:lf:3	ls:fr:node:26660
ls:fr:node:49251	ls:fr:lf:3	ls:fr:node:44694
ls:fr:node:49252	ls:fr:lf:4	ls:fr:node:28239
ls:fr:node:49253	ls:fr:lf:3	ls:fr:node:26509
ls:fr:node:49254	ls:fr:lf:4	ls:fr:node:28864
ls:fr:node:49255	ls:fr:lf:10	ls:fr:node:45694
ls:fr:node:49259	ls:fr:lf:3	ls:fr:node:44891
ls:fr:node:49260	ls:fr:lf:511	ls:fr:node:48559
ls:fr:node:49262	ls:fr:lf:37	ls:fr:node:41687
ls:fr:node:49264	ls:fr:lf:3	ls:fr:node:48066
ls:fr:node:49268	ls:fr:lf:20	ls:fr:node:28219
ls:fr:node:49270	ls:fr:lf:16	ls:fr:node:36592
ls:fr:node:49270	ls:fr:lf:880	ls:fr:node:44661
ls:fr:node:49270	ls:fr:lf:20	ls:fr:node:29349
ls:fr:node:49270	ls:fr:lf:20	ls:fr:node:27141
ls:fr:node:49270	ls:fr:lf:31	ls:fr:node:49304
ls:fr:node:49270	ls:fr:lf:31	ls:fr:node:49305
ls:fr:node:49270	ls:fr:lf:28	ls:fr:node:53312
ls:fr:node:49271	ls:fr:lf:3	ls:fr:node:29536
ls:fr:node:49273	ls:fr:lf:3	ls:fr:node:51448
ls:fr:node:49274	ls:fr:lf:3	ls:fr:node:29971
ls:fr:node:49276	ls:fr:lf:3	ls:fr:node:44293
ls:fr:node:49279	ls:fr:lf:37	ls:fr:node:28427
ls:fr:node:49279	ls:fr:lf:447	ls:fr:node:46448
ls:fr:node:49280	ls:fr:lf:28	ls:fr:node:38129
ls:fr:node:49281	ls:fr:lf:3	ls:fr:node:26532
ls:fr:node:49282	ls:fr:lf:3	ls:fr:node:26593
ls:fr:node:49282	ls:fr:lf:3	ls:fr:node:33246
ls:fr:node:49283	ls:fr:lf:8	ls:fr:node:26795
ls:fr:node:49284	ls:fr:lf:4	ls:fr:node:28219
ls:fr:node:49285	ls:fr:lf:3	ls:fr:node:46416
ls:fr:node:49286	ls:fr:lf:3	ls:fr:node:48964
ls:fr:node:49286	ls:fr:lf:13	ls:fr:node:51433
ls:fr:node:49287	ls:fr:lf:3	ls:fr:node:49288
ls:fr:node:49288	ls:fr:lf:3	ls:fr:node:49287
ls:fr:node:49289	ls:fr:lf:28	ls:fr:node:46140
ls:fr:node:49290	ls:fr:lf:683	ls:fr:node:49291
ls:fr:node:49291	ls:fr:lf:3	ls:fr:node:50614
ls:fr:node:49292	ls:fr:lf:4	ls:fr:node:29123
ls:fr:node:49293	ls:fr:lf:5	ls:fr:node:28219
ls:fr:node:49294	ls:fr:lf:31	ls:fr:node:39631
ls:fr:node:49295	ls:fr:lf:37	ls:fr:node:29836
ls:fr:node:49295	ls:fr:lf:104	ls:fr:node:48569
ls:fr:node:49295	ls:fr:lf:104	ls:fr:node:49260
ls:fr:node:49295	ls:fr:lf:104	ls:fr:node:49312
ls:fr:node:49295	ls:fr:lf:175	ls:fr:node:26389
ls:fr:node:49295	ls:fr:lf:208	ls:fr:node:42247
ls:fr:node:49295	ls:fr:lf:217	ls:fr:node:42745
ls:fr:node:49295	ls:fr:lf:213	ls:fr:node:45106
ls:fr:node:49295	ls:fr:lf:213	ls:fr:node:44104
ls:fr:node:49295	ls:fr:lf:213	ls:fr:node:48561
ls:fr:node:49295	ls:fr:lf:168	ls:fr:node:43932
ls:fr:node:49295	ls:fr:lf:132	ls:fr:node:28987
ls:fr:node:49296	ls:fr:lf:37	ls:fr:node:26824
ls:fr:node:49296	ls:fr:lf:37	ls:fr:node:28411
ls:fr:node:49296	ls:fr:lf:37	ls:fr:node:29452
ls:fr:node:49297	ls:fr:lf:4	ls:fr:node:32436
ls:fr:node:49298	ls:fr:lf:3	ls:fr:node:27293
ls:fr:node:49302	ls:fr:lf:168	ls:fr:node:39509
ls:fr:node:49303	ls:fr:lf:20	ls:fr:node:28453
ls:fr:node:49303	ls:fr:lf:63	ls:fr:node:27525
ls:fr:node:49304	ls:fr:lf:387	ls:fr:node:49305
ls:fr:node:49304	ls:fr:lf:20	ls:fr:node:50739
ls:fr:node:49305	ls:fr:lf:683	ls:fr:node:49304
ls:fr:node:49305	ls:fr:lf:20	ls:fr:node:50739
ls:fr:node:49306	ls:fr:lf:3	ls:fr:node:32417
ls:fr:node:49307	ls:fr:lf:3	ls:fr:node:49308
ls:fr:node:49307	ls:fr:lf:3	ls:fr:node:46108
ls:fr:node:49308	ls:fr:lf:3	ls:fr:node:46108
ls:fr:node:49308	ls:fr:lf:3	ls:fr:node:55621
ls:fr:node:49308	ls:fr:lf:160	ls:fr:node:55385
ls:fr:node:49309	ls:fr:lf:40	ls:fr:node:28219
ls:fr:node:49309	ls:fr:lf:40	ls:fr:node:48966
ls:fr:node:49310	ls:fr:lf:59	ls:fr:node:48966
ls:fr:node:49312	ls:fr:lf:59	ls:fr:node:49295
ls:fr:node:49313	ls:fr:lf:3	ls:fr:node:33589
ls:fr:node:49314	ls:fr:lf:3	ls:fr:node:26596
ls:fr:node:49315	ls:fr:lf:3	ls:fr:node:30083
ls:fr:node:49316	ls:fr:lf:5	ls:fr:node:47277
ls:fr:node:49317	ls:fr:lf:3	ls:fr:node:49319
ls:fr:node:49319	ls:fr:lf:3	ls:fr:node:49317
ls:fr:node:49320	ls:fr:lf:3	ls:fr:node:45253
ls:fr:node:49321	ls:fr:lf:30	ls:fr:node:26750
ls:fr:node:49321	ls:fr:lf:30	ls:fr:node:31811
ls:fr:node:49321	ls:fr:lf:5	ls:fr:node:34162
ls:fr:node:49321	ls:fr:lf:23	ls:fr:node:51162
ls:fr:node:49321	ls:fr:lf:28	ls:fr:node:54801
ls:fr:node:49323	ls:fr:lf:13	ls:fr:node:50094
ls:fr:node:49323	ls:fr:lf:3	ls:fr:node:53543
ls:fr:node:49324	ls:fr:lf:31	ls:fr:node:33140
ls:fr:node:49324	ls:fr:lf:168	ls:fr:node:39509
ls:fr:node:49325	ls:fr:lf:168	ls:fr:node:39134
ls:fr:node:49326	ls:fr:lf:3	ls:fr:node:47995
ls:fr:node:49328	ls:fr:lf:3	ls:fr:node:28241
ls:fr:node:49329	ls:fr:lf:3	ls:fr:node:46456
ls:fr:node:49329	ls:fr:lf:23	ls:fr:node:48392
ls:fr:node:49331	ls:fr:lf:21	ls:fr:node:30954
ls:fr:node:49331	ls:fr:lf:5	ls:fr:node:49110
ls:fr:node:49331	ls:fr:lf:160	ls:fr:node:53793
ls:fr:node:49332	ls:fr:lf:13	ls:fr:node:29664
ls:fr:node:49334	ls:fr:lf:3	ls:fr:node:49336
ls:fr:node:49336	ls:fr:lf:3	ls:fr:node:49334
ls:fr:node:49337	ls:fr:lf:3	ls:fr:node:46456
ls:fr:node:49338	ls:fr:lf:3	ls:fr:node:50937
ls:fr:node:49339	ls:fr:lf:3	ls:fr:node:33565
ls:fr:node:49340	ls:fr:lf:20	ls:fr:node:43256
ls:fr:node:49342	ls:fr:lf:2	ls:fr:node:27830
ls:fr:node:49343	ls:fr:lf:3	ls:fr:node:50274
ls:fr:node:49343	ls:fr:lf:3	ls:fr:node:27830
ls:fr:node:49346	ls:fr:lf:4	ls:fr:node:26331
ls:fr:node:49347	ls:fr:lf:3	ls:fr:node:48952
ls:fr:node:49348	ls:fr:lf:8	ls:fr:node:50470
ls:fr:node:49349	ls:fr:lf:21	ls:fr:node:26611
ls:fr:node:49350	ls:fr:lf:8	ls:fr:node:26540
ls:fr:node:49351	ls:fr:lf:37	ls:fr:node:32817
ls:fr:node:49352	ls:fr:lf:31	ls:fr:node:27435
ls:fr:node:49352	ls:fr:lf:31	ls:fr:node:34712
ls:fr:node:49352	ls:fr:lf:168	ls:fr:node:39134
ls:fr:node:49353	ls:fr:lf:104	ls:fr:node:43501
ls:fr:node:49353	ls:fr:lf:3	ls:fr:node:35365
ls:fr:node:49354	ls:fr:lf:3	ls:fr:node:48202
ls:fr:node:49354	ls:fr:lf:3	ls:fr:node:48584
ls:fr:node:49354	ls:fr:lf:13	ls:fr:node:26301
ls:fr:node:49355	ls:fr:lf:3	ls:fr:node:49356
ls:fr:node:49356	ls:fr:lf:3	ls:fr:node:49355
ls:fr:node:49356	ls:fr:lf:3	ls:fr:node:49588
ls:fr:node:49356	ls:fr:lf:12	ls:fr:node:49486
ls:fr:node:49358	ls:fr:lf:683	ls:fr:node:34827
ls:fr:node:49359	ls:fr:lf:683	ls:fr:node:49360
ls:fr:node:49360	ls:fr:lf:387	ls:fr:node:49359
ls:fr:node:49360	ls:fr:lf:3	ls:fr:node:33996
ls:fr:node:49361	ls:fr:lf:3	ls:fr:node:40624
ls:fr:node:49362	ls:fr:lf:3	ls:fr:node:49395
ls:fr:node:49362	ls:fr:lf:3	ls:fr:node:45472
ls:fr:node:49362	ls:fr:lf:10	ls:fr:node:48600
ls:fr:node:49362	ls:fr:lf:13	ls:fr:node:48199
ls:fr:node:49363	ls:fr:lf:3	ls:fr:node:38653
ls:fr:node:49364	ls:fr:lf:3	ls:fr:node:51005
ls:fr:node:49367	ls:fr:lf:20	ls:fr:node:38335
ls:fr:node:49367	ls:fr:lf:247	ls:fr:node:28341
ls:fr:node:49368	ls:fr:lf:3	ls:fr:node:26543
ls:fr:node:49369	ls:fr:lf:2	ls:fr:node:27292
ls:fr:node:49370	ls:fr:lf:683	ls:fr:node:33560
ls:fr:node:49370	ls:fr:lf:16	ls:fr:node:33559
ls:fr:node:49371	ls:fr:lf:3	ls:fr:node:49372
ls:fr:node:49372	ls:fr:lf:3	ls:fr:node:49371
ls:fr:node:49372	ls:fr:lf:74	ls:fr:node:39209
ls:fr:node:49373	ls:fr:lf:4	ls:fr:node:28972
ls:fr:node:49374	ls:fr:lf:3	ls:fr:node:39207
ls:fr:node:49376	ls:fr:lf:13	ls:fr:node:42276
ls:fr:node:49376	ls:fr:lf:69	ls:fr:node:27092
ls:fr:node:49377	ls:fr:lf:3	ls:fr:node:29195
ls:fr:node:49378	ls:fr:lf:10	ls:fr:node:40052
ls:fr:node:49379	ls:fr:lf:3	ls:fr:node:26549
ls:fr:node:49379	ls:fr:lf:3	ls:fr:node:44114
ls:fr:node:49381	ls:fr:lf:3	ls:fr:node:49846
ls:fr:node:49382	ls:fr:lf:3	ls:fr:node:53876
ls:fr:node:49383	ls:fr:lf:565	ls:fr:node:32663
ls:fr:node:49384	ls:fr:lf:4	ls:fr:node:26616
ls:fr:node:49385	ls:fr:lf:21	ls:fr:node:46899
ls:fr:node:49386	ls:fr:lf:37	ls:fr:node:26561
ls:fr:node:49387	ls:fr:lf:3	ls:fr:node:39469
ls:fr:node:49388	ls:fr:lf:387	ls:fr:node:49389
ls:fr:node:49389	ls:fr:lf:683	ls:fr:node:49388
ls:fr:node:49390	ls:fr:lf:23	ls:fr:node:28462
ls:fr:node:49391	ls:fr:lf:3	ls:fr:node:44650
ls:fr:node:49392	ls:fr:lf:3	ls:fr:node:44348
ls:fr:node:49392	ls:fr:lf:3	ls:fr:node:55847
ls:fr:node:49394	ls:fr:lf:683	ls:fr:node:34748
ls:fr:node:49395	ls:fr:lf:3	ls:fr:node:49362
ls:fr:node:49395	ls:fr:lf:9	ls:fr:node:41405
ls:fr:node:49395	ls:fr:lf:366	ls:fr:node:49396
ls:fr:node:49395	ls:fr:lf:29	ls:fr:node:51643
ls:fr:node:49396	ls:fr:lf:104	ls:fr:node:49395
ls:fr:node:49398	ls:fr:lf:3	ls:fr:node:26595
ls:fr:node:49401	ls:fr:lf:266	ls:fr:node:55812
ls:fr:node:49401	ls:fr:lf:266	ls:fr:node:42235
ls:fr:node:49401	ls:fr:lf:266	ls:fr:node:41698
ls:fr:node:49401	ls:fr:lf:266	ls:fr:node:27981
ls:fr:node:49401	ls:fr:lf:3	ls:fr:node:55813
ls:fr:node:49401	ls:fr:lf:292	ls:fr:node:50540
ls:fr:node:49401	ls:fr:lf:100	ls:fr:node:55814
ls:fr:node:49401	ls:fr:lf:100	ls:fr:node:27376
ls:fr:node:49401	ls:fr:lf:100	ls:fr:node:27763
ls:fr:node:49401	ls:fr:lf:4	ls:fr:node:55815
ls:fr:node:49402	ls:fr:lf:10	ls:fr:node:46510
ls:fr:node:49403	ls:fr:lf:3	ls:fr:node:32674
ls:fr:node:49405	ls:fr:lf:3	ls:fr:node:34253
ls:fr:node:49405	ls:fr:lf:3	ls:fr:node:28739
ls:fr:node:49405	ls:fr:lf:3	ls:fr:node:28767
ls:fr:node:49405	ls:fr:lf:3	ls:fr:node:44823
ls:fr:node:49407	ls:fr:lf:16	ls:fr:node:37687
ls:fr:node:49408	ls:fr:lf:3	ls:fr:node:53999
ls:fr:node:49411	ls:fr:lf:3	ls:fr:node:26627
ls:fr:node:49412	ls:fr:lf:3	ls:fr:node:26424
ls:fr:node:49414	ls:fr:lf:3	ls:fr:node:29855
ls:fr:node:49414	ls:fr:lf:4	ls:fr:node:27481
ls:fr:node:49415	ls:fr:lf:2	ls:fr:node:31975
ls:fr:node:49417	ls:fr:lf:59	ls:fr:node:29847
ls:fr:node:49420	ls:fr:lf:3	ls:fr:node:35195
ls:fr:node:49421	ls:fr:lf:31	ls:fr:node:46129
ls:fr:node:49421	ls:fr:lf:31	ls:fr:node:46130
ls:fr:node:49421	ls:fr:lf:3	ls:fr:node:52987
ls:fr:node:49422	ls:fr:lf:3	ls:fr:node:49423
ls:fr:node:49422	ls:fr:lf:3	ls:fr:node:49425
ls:fr:node:49423	ls:fr:lf:3	ls:fr:node:49422
ls:fr:node:49423	ls:fr:lf:3	ls:fr:node:54442
ls:fr:node:49424	ls:fr:lf:3	ls:fr:node:29373
ls:fr:node:49425	ls:fr:lf:3	ls:fr:node:49422
ls:fr:node:49425	ls:fr:lf:3	ls:fr:node:49423
ls:fr:node:49425	ls:fr:lf:3	ls:fr:node:49426
ls:fr:node:49426	ls:fr:lf:3	ls:fr:node:49425
ls:fr:node:49427	ls:fr:lf:10	ls:fr:node:49428
ls:fr:node:49427	ls:fr:lf:3	ls:fr:node:28975
ls:fr:node:49427	ls:fr:lf:3	ls:fr:node:49181
ls:fr:node:49427	ls:fr:lf:3	ls:fr:node:38178
ls:fr:node:49428	ls:fr:lf:10	ls:fr:node:49427
ls:fr:node:49429	ls:fr:lf:3	ls:fr:node:44350
ls:fr:node:49429	ls:fr:lf:3	ls:fr:node:45406
ls:fr:node:49429	ls:fr:lf:21	ls:fr:node:55077
ls:fr:node:49432	ls:fr:lf:3	ls:fr:node:26587
ls:fr:node:49432	ls:fr:lf:2	ls:fr:node:50254
ls:fr:node:49432	ls:fr:lf:37	ls:fr:node:50251
ls:fr:node:49433	ls:fr:lf:3	ls:fr:node:26588
ls:fr:node:49435	ls:fr:lf:21	ls:fr:node:49081
ls:fr:node:49437	ls:fr:lf:683	ls:fr:node:26634
ls:fr:node:49438	ls:fr:lf:683	ls:fr:node:49439
ls:fr:node:49439	ls:fr:lf:387	ls:fr:node:49438
ls:fr:node:49440	ls:fr:lf:683	ls:fr:node:43485
ls:fr:node:49441	ls:fr:lf:4	ls:fr:node:46551
ls:fr:node:49442	ls:fr:lf:10	ls:fr:node:34860
ls:fr:node:49443	ls:fr:lf:10	ls:fr:node:34840
ls:fr:node:49443	ls:fr:lf:912	ls:fr:node:53603
ls:fr:node:49444	ls:fr:lf:3	ls:fr:node:30945
ls:fr:node:49445	ls:fr:lf:3	ls:fr:node:27304
ls:fr:node:49446	ls:fr:lf:28	ls:fr:node:51591
ls:fr:node:49446	ls:fr:lf:362	ls:fr:node:51592
ls:fr:node:49447	ls:fr:lf:3	ls:fr:node:29397
ls:fr:node:49447	ls:fr:lf:3	ls:fr:node:42627
ls:fr:node:49448	ls:fr:lf:3	ls:fr:node:26855
ls:fr:node:49449	ls:fr:lf:168	ls:fr:node:39134
ls:fr:node:49450	ls:fr:lf:3	ls:fr:node:32684
ls:fr:node:49450	ls:fr:lf:3	ls:fr:node:38567
ls:fr:node:49451	ls:fr:lf:3	ls:fr:node:49452
ls:fr:node:49452	ls:fr:lf:3	ls:fr:node:49451
ls:fr:node:49452	ls:fr:lf:31	ls:fr:node:28181
ls:fr:node:49453	ls:fr:lf:3	ls:fr:node:27213
ls:fr:node:49453	ls:fr:lf:31	ls:fr:node:29454
ls:fr:node:49455	ls:fr:lf:3	ls:fr:node:47557
ls:fr:node:49456	ls:fr:lf:30	ls:fr:node:31180
ls:fr:node:49456	ls:fr:lf:30	ls:fr:node:31188
ls:fr:node:49457	ls:fr:lf:3	ls:fr:node:27597
ls:fr:node:49458	ls:fr:lf:3	ls:fr:node:54648
ls:fr:node:49459	ls:fr:lf:20	ls:fr:node:28938
ls:fr:node:49459	ls:fr:lf:20	ls:fr:node:28495
ls:fr:node:49460	ls:fr:lf:3	ls:fr:node:28337
ls:fr:node:49461	ls:fr:lf:10	ls:fr:node:27216
ls:fr:node:49462	ls:fr:lf:20	ls:fr:node:38834
ls:fr:node:49462	ls:fr:lf:37	ls:fr:node:28688
ls:fr:node:49462	ls:fr:lf:37	ls:fr:node:27664
ls:fr:node:49463	ls:fr:lf:3	ls:fr:node:30465
ls:fr:node:49464	ls:fr:lf:3	ls:fr:node:45630
ls:fr:node:49466	ls:fr:lf:23	ls:fr:node:43559
ls:fr:node:49467	ls:fr:lf:3	ls:fr:node:43560
ls:fr:node:49467	ls:fr:lf:3	ls:fr:node:41261
ls:fr:node:49467	ls:fr:lf:3	ls:fr:node:54472
ls:fr:node:49468	ls:fr:lf:2	ls:fr:node:32341
ls:fr:node:49469	ls:fr:lf:3	ls:fr:node:30475
ls:fr:node:49470	ls:fr:lf:3	ls:fr:node:30123
ls:fr:node:49471	ls:fr:lf:3	ls:fr:node:30474
ls:fr:node:49472	ls:fr:lf:3	ls:fr:node:30476
ls:fr:node:49473	ls:fr:lf:3	ls:fr:node:30511
ls:fr:node:49477	ls:fr:lf:37	ls:fr:node:28246
ls:fr:node:49478	ls:fr:lf:3	ls:fr:node:33674
ls:fr:node:49479	ls:fr:lf:16	ls:fr:node:37866
ls:fr:node:49482	ls:fr:lf:3	ls:fr:node:48602
ls:fr:node:49482	ls:fr:lf:10	ls:fr:node:49483
ls:fr:node:49483	ls:fr:lf:10	ls:fr:node:49482
ls:fr:node:49485	ls:fr:lf:3	ls:fr:node:45471
ls:fr:node:49485	ls:fr:lf:3	ls:fr:node:45472
ls:fr:node:49485	ls:fr:lf:13	ls:fr:node:45470
ls:fr:node:49486	ls:fr:lf:11	ls:fr:node:48584
ls:fr:node:49486	ls:fr:lf:3	ls:fr:node:26301
ls:fr:node:49486	ls:fr:lf:3	ls:fr:node:48586
ls:fr:node:49487	ls:fr:lf:3	ls:fr:node:44382
ls:fr:node:49488	ls:fr:lf:3	ls:fr:node:27338
ls:fr:node:49489	ls:fr:lf:2	ls:fr:node:29291
ls:fr:node:49490	ls:fr:lf:4	ls:fr:node:27338
ls:fr:node:49490	ls:fr:lf:3	ls:fr:node:40179
ls:fr:node:49491	ls:fr:lf:195	ls:fr:node:39429
ls:fr:node:49491	ls:fr:lf:195	ls:fr:node:37166
ls:fr:node:49491	ls:fr:lf:20	ls:fr:node:55094
ls:fr:node:49491	ls:fr:lf:984	ls:fr:node:28411
ls:fr:node:49493	ls:fr:lf:387	ls:fr:node:49794
ls:fr:node:49494	ls:fr:lf:10	ls:fr:node:49496
ls:fr:node:49495	ls:fr:lf:3	ls:fr:node:47071
ls:fr:node:49496	ls:fr:lf:10	ls:fr:node:49494
ls:fr:node:49497	ls:fr:lf:2	ls:fr:node:49527
ls:fr:node:49497	ls:fr:lf:2	ls:fr:node:49528
ls:fr:node:49497	ls:fr:lf:2	ls:fr:node:49498
ls:fr:node:49497	ls:fr:lf:2	ls:fr:node:49518
ls:fr:node:49497	ls:fr:lf:20	ls:fr:node:27505
ls:fr:node:49498	ls:fr:lf:2	ls:fr:node:49527
ls:fr:node:49498	ls:fr:lf:2	ls:fr:node:49528
ls:fr:node:49498	ls:fr:lf:2	ls:fr:node:49497
ls:fr:node:49498	ls:fr:lf:2	ls:fr:node:49518
ls:fr:node:49499	ls:fr:lf:126	ls:fr:node:36107
ls:fr:node:49500	ls:fr:lf:21	ls:fr:node:26666
ls:fr:node:49502	ls:fr:lf:21	ls:fr:node:30469
ls:fr:node:49504	ls:fr:lf:21	ls:fr:node:50688
ls:fr:node:49505	ls:fr:lf:3	ls:fr:node:32354
ls:fr:node:49505	ls:fr:lf:69	ls:fr:node:49992
ls:fr:node:49506	ls:fr:lf:3	ls:fr:node:43182
ls:fr:node:49508	ls:fr:lf:21	ls:fr:node:31681
ls:fr:node:49509	ls:fr:lf:594	ls:fr:node:49513
ls:fr:node:49509	ls:fr:lf:594	ls:fr:node:49511
ls:fr:node:49510	ls:fr:lf:21	ls:fr:node:40181
ls:fr:node:49511	ls:fr:lf:387	ls:fr:node:49513
ls:fr:node:49512	ls:fr:lf:3	ls:fr:node:32052
ls:fr:node:49512	ls:fr:lf:3	ls:fr:node:49515
ls:fr:node:49513	ls:fr:lf:683	ls:fr:node:49511
ls:fr:node:49514	ls:fr:lf:21	ls:fr:node:31832
ls:fr:node:49515	ls:fr:lf:3	ls:fr:node:49512
ls:fr:node:49516	ls:fr:lf:10	ls:fr:node:30530
ls:fr:node:49517	ls:fr:lf:23	ls:fr:node:47500
ls:fr:node:49518	ls:fr:lf:2	ls:fr:node:49527
ls:fr:node:49518	ls:fr:lf:2	ls:fr:node:49528
ls:fr:node:49518	ls:fr:lf:2	ls:fr:node:49497
ls:fr:node:49518	ls:fr:lf:2	ls:fr:node:49498
ls:fr:node:49519	ls:fr:lf:3	ls:fr:node:30531
ls:fr:node:49520	ls:fr:lf:3	ls:fr:node:30532
ls:fr:node:49521	ls:fr:lf:10	ls:fr:node:30529
ls:fr:node:49522	ls:fr:lf:3	ls:fr:node:41884
ls:fr:node:49523	ls:fr:lf:3	ls:fr:node:32385
ls:fr:node:49524	ls:fr:lf:3	ls:fr:node:26465
ls:fr:node:49525	ls:fr:lf:4	ls:fr:node:27292
ls:fr:node:49526	ls:fr:lf:3	ls:fr:node:32413
ls:fr:node:49527	ls:fr:lf:2	ls:fr:node:49528
ls:fr:node:49527	ls:fr:lf:2	ls:fr:node:49497
ls:fr:node:49527	ls:fr:lf:2	ls:fr:node:49498
ls:fr:node:49527	ls:fr:lf:2	ls:fr:node:49518
ls:fr:node:49527	ls:fr:lf:20	ls:fr:node:26701
ls:fr:node:49528	ls:fr:lf:2	ls:fr:node:49527
ls:fr:node:49528	ls:fr:lf:2	ls:fr:node:49497
ls:fr:node:49528	ls:fr:lf:2	ls:fr:node:49498
ls:fr:node:49528	ls:fr:lf:2	ls:fr:node:49518
ls:fr:node:49528	ls:fr:lf:20	ls:fr:node:26701
ls:fr:node:49529	ls:fr:lf:23	ls:fr:node:49532
ls:fr:node:49530	ls:fr:lf:5	ls:fr:node:30129
ls:fr:node:49531	ls:fr:lf:3	ls:fr:node:49535
ls:fr:node:49534	ls:fr:lf:23	ls:fr:node:49533
ls:fr:node:49535	ls:fr:lf:3	ls:fr:node:49531
ls:fr:node:49536	ls:fr:lf:2	ls:fr:node:36377
ls:fr:node:49536	ls:fr:lf:21	ls:fr:node:28000
ls:fr:node:49537	ls:fr:lf:594	ls:fr:node:28457
ls:fr:node:49537	ls:fr:lf:594	ls:fr:node:48126
ls:fr:node:49538	ls:fr:lf:21	ls:fr:node:31351
ls:fr:node:49538	ls:fr:lf:31	ls:fr:node:31354
ls:fr:node:49538	ls:fr:lf:31	ls:fr:node:31353
ls:fr:node:49539	ls:fr:lf:594	ls:fr:node:49388
ls:fr:node:49539	ls:fr:lf:594	ls:fr:node:49389
ls:fr:node:49540	ls:fr:lf:3	ls:fr:node:30534
ls:fr:node:49541	ls:fr:lf:13	ls:fr:node:26208
ls:fr:node:49542	ls:fr:lf:52	ls:fr:node:26701
ls:fr:node:49543	ls:fr:lf:20	ls:fr:node:26701
ls:fr:node:49544	ls:fr:lf:21	ls:fr:node:32469
ls:fr:node:49546	ls:fr:lf:2	ls:fr:node:49549
ls:fr:node:49546	ls:fr:lf:2	ls:fr:node:40059
ls:fr:node:49546	ls:fr:lf:3	ls:fr:node:49550
ls:fr:node:49547	ls:fr:lf:594	ls:fr:node:46820
ls:fr:node:49547	ls:fr:lf:594	ls:fr:node:46821
ls:fr:node:49548	ls:fr:lf:594	ls:fr:node:46876
ls:fr:node:49548	ls:fr:lf:594	ls:fr:node:46877
ls:fr:node:49549	ls:fr:lf:2	ls:fr:node:49546
ls:fr:node:49549	ls:fr:lf:2	ls:fr:node:40059
ls:fr:node:49549	ls:fr:lf:3	ls:fr:node:49550
ls:fr:node:49550	ls:fr:lf:3	ls:fr:node:40059
ls:fr:node:49550	ls:fr:lf:3	ls:fr:node:49546
ls:fr:node:49550	ls:fr:lf:3	ls:fr:node:49549
ls:fr:node:49551	ls:fr:lf:3	ls:fr:node:39410
ls:fr:node:49551	ls:fr:lf:387	ls:fr:node:49555
ls:fr:node:49552	ls:fr:lf:3	ls:fr:node:49553
ls:fr:node:49552	ls:fr:lf:387	ls:fr:node:31520
ls:fr:node:49553	ls:fr:lf:3	ls:fr:node:49552
ls:fr:node:49553	ls:fr:lf:387	ls:fr:node:49558
ls:fr:node:49554	ls:fr:lf:3	ls:fr:node:49557
ls:fr:node:49555	ls:fr:lf:683	ls:fr:node:49551
ls:fr:node:49556	ls:fr:lf:683	ls:fr:node:31518
