"source"	"target"	"type"	"subtype"
"ls:fr:node:40267"	"ls:fr:node:51385"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51388"	"ls:fr:node:51389"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51392"	"ls:fr:node:51393"	"ls:fr:cptype:2"	""
"ls:fr:node:51394"	"ls:fr:node:51395"	"ls:fr:cptype:5"	""
"ls:fr:node:51392"	"ls:fr:node:51396"	"ls:fr:cptype:2"	""
"ls:fr:node:51398"	"ls:fr:node:51399"	"ls:fr:cptype:5"	""
"ls:fr:node:51401"	"ls:fr:node:51392"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51399"	"ls:fr:node:51401"	"ls:fr:cptype:2"	""
"ls:fr:node:38034"	"ls:fr:node:51405"	"ls:fr:cptype:2"	""
"ls:fr:node:43984"	"ls:fr:node:51407"	"ls:fr:cptype:5"	""
"ls:fr:node:51409"	"ls:fr:node:51410"	"ls:fr:cptype:5"	""
"ls:fr:node:51413"	"ls:fr:node:51414"	"ls:fr:cptype:2"	""
"ls:fr:node:51417"	"ls:fr:node:51419"	"ls:fr:cptype:2"	""
"ls:fr:node:51418"	"ls:fr:node:51420"	"ls:fr:cptype:2"	""
"ls:fr:node:29604"	"ls:fr:node:51421"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51422"	"ls:fr:node:29603"	"ls:fr:cptype:5"	""
"ls:fr:node:51423"	"ls:fr:node:51424"	"ls:fr:cptype:2"	""
"ls:fr:node:28675"	"ls:fr:node:51428"	"ls:fr:cptype:5"	""
"ls:fr:node:51429"	"ls:fr:node:51388"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:36680"	"ls:fr:node:51431"	"ls:fr:cptype:3"	""
"ls:fr:node:36782"	"ls:fr:node:36781"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51432"	"ls:fr:node:51433"	"ls:fr:cptype:5"	""
"ls:fr:node:51435"	"ls:fr:node:51436"	"ls:fr:cptype:5"	""
"ls:fr:node:51440"	"ls:fr:node:51441"	"ls:fr:cptype:5"	""
"ls:fr:node:27387"	"ls:fr:node:41337"	"ls:fr:cptype:5"	""
"ls:fr:node:51444"	"ls:fr:node:51445"	"ls:fr:cptype:5"	""
"ls:fr:node:51444"	"ls:fr:node:51446"	"ls:fr:cptype:5"	""
"ls:fr:node:51447"	"ls:fr:node:51448"	"ls:fr:cptype:5"	""
"ls:fr:node:51434"	"ls:fr:node:51449"	"ls:fr:cptype:8"	""
"ls:fr:node:32764"	"ls:fr:node:51452"	"ls:fr:cptype:8"	""
"ls:fr:node:26902"	"ls:fr:node:51453"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41874"	"ls:fr:node:41706"	"ls:fr:cptype:2"	""
"ls:fr:node:51431"	"ls:fr:node:51455"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:36780"	"ls:fr:node:51456"	"ls:fr:cptype:8"	""
"ls:fr:node:51458"	"ls:fr:node:51459"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34829"	"ls:fr:node:34834"	"ls:fr:cptype:4"	""
"ls:fr:node:34843"	"ls:fr:node:34844"	"ls:fr:cptype:2"	""
"ls:fr:node:34843"	"ls:fr:node:34855"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34843"	"ls:fr:node:34856"	"ls:fr:cptype:8"	""
"ls:fr:node:37275"	"ls:fr:node:51462"	"ls:fr:cptype:2"	""
"ls:fr:node:32237"	"ls:fr:node:28409"	"ls:fr:cptype:5"	""
"ls:fr:node:28198"	"ls:fr:node:44411"	"ls:fr:cptype:5"	""
"ls:fr:node:28202"	"ls:fr:node:47159"	"ls:fr:cptype:2"	""
"ls:fr:node:28202"	"ls:fr:node:47160"	"ls:fr:cptype:2"	""
"ls:fr:node:37002"	"ls:fr:node:47157"	"ls:fr:cptype:2"	""
"ls:fr:node:37002"	"ls:fr:node:47471"	"ls:fr:cptype:2"	""
"ls:fr:node:47220"	"ls:fr:node:47221"	"ls:fr:cptype:2"	""
"ls:fr:node:47220"	"ls:fr:node:47222"	"ls:fr:cptype:2"	""
"ls:fr:node:51465"	"ls:fr:node:47161"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28439"	"ls:fr:node:34640"	"ls:fr:cptype:2"	""
"ls:fr:node:28209"	"ls:fr:node:34897"	"ls:fr:cptype:2"	""
"ls:fr:node:35518"	"ls:fr:node:28211"	"ls:fr:cptype:2"	""
"ls:fr:node:34500"	"ls:fr:node:36783"	"ls:fr:cptype:5"	""
"ls:fr:node:34500"	"ls:fr:node:28206"	"ls:fr:cptype:5"	""
"ls:fr:node:34500"	"ls:fr:node:36785"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51468"	"ls:fr:node:51470"	"ls:fr:cptype:5"	""
"ls:fr:node:26373"	"ls:fr:node:46579"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:46579"	"ls:fr:node:42692"	"ls:fr:cptype:5"	""
"ls:fr:node:46579"	"ls:fr:node:50003"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28010"	"ls:fr:node:51471"	"ls:fr:cptype:5"	""
"ls:fr:node:47882"	"ls:fr:node:51472"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:51482"	"ls:fr:node:51480"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:53535"	"ls:fr:node:51484"	"ls:fr:cptype:5"	""
"ls:fr:node:26300"	"ls:fr:node:51486"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51492"	"ls:fr:node:51493"	"ls:fr:cptype:4"	""
"ls:fr:node:51493"	"ls:fr:node:51495"	"ls:fr:cptype:2"	""
"ls:fr:node:42042"	"ls:fr:node:42046"	"ls:fr:cptype:2"	""
"ls:fr:node:42042"	"ls:fr:node:45297"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27168"	"ls:fr:node:41002"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41002"	"ls:fr:node:41120"	"ls:fr:cptype:5"	""
"ls:fr:node:26413"	"ls:fr:node:51498"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51499"	"ls:fr:node:51497"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26413"	"ls:fr:node:51499"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26413"	"ls:fr:node:51496"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28907"	"ls:fr:node:51500"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51501"	"ls:fr:node:51502"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:36182"	"ls:fr:node:51505"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51506"	"ls:fr:node:51507"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:51506"	"ls:fr:node:51508"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:28764"	"ls:fr:node:51509"	"ls:fr:cptype:5"	""
"ls:fr:node:28764"	"ls:fr:node:51510"	"ls:fr:cptype:5"	""
"ls:fr:node:30952"	"ls:fr:node:51511"	"ls:fr:cptype:5"	""
"ls:fr:node:28764"	"ls:fr:node:51513"	"ls:fr:cptype:5"	""
"ls:fr:node:46226"	"ls:fr:node:51515"	"ls:fr:cptype:5"	""
"ls:fr:node:50514"	"ls:fr:node:29026"	"ls:fr:cptype:4"	""
"ls:fr:node:28102"	"ls:fr:node:51517"	"ls:fr:cptype:2"	""
"ls:fr:node:45501"	"ls:fr:node:51518"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:26413"	"ls:fr:node:51522"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28233"	"ls:fr:node:39694"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29644"	"ls:fr:node:51523"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:51523"	"ls:fr:node:51524"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:51526"	"ls:fr:node:28955"	"ls:fr:cptype:5"	""
"ls:fr:node:51527"	"ls:fr:node:51528"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38549"	"ls:fr:node:41432"	"ls:fr:cptype:9"	""
"ls:fr:node:41432"	"ls:fr:node:51531"	"ls:fr:cptype:1"	"ls:fr:cpstype:1"
"ls:fr:node:51536"	"ls:fr:node:51537"	"ls:fr:cptype:2"	""
"ls:fr:node:51540"	"ls:fr:node:33146"	"ls:fr:cptype:2"	""
"ls:fr:node:28102"	"ls:fr:node:51541"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28102"	"ls:fr:node:51542"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51542"	"ls:fr:node:51544"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28102"	"ls:fr:node:51545"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28102"	"ls:fr:node:51546"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51545"	"ls:fr:node:51546"	"ls:fr:cptype:9"	""
"ls:fr:node:34402"	"ls:fr:node:51549"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:34402"	"ls:fr:node:51550"	"ls:fr:cptype:2"	"ls:fr:cpstype:5"
"ls:fr:node:51549"	"ls:fr:node:51543"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51551"	"ls:fr:node:28962"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51551"	"ls:fr:node:50269"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26906"	"ls:fr:node:51552"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34539"	"ls:fr:node:34516"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31692"	"ls:fr:node:51554"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29211"	"ls:fr:node:51559"	"ls:fr:cptype:2"	""
"ls:fr:node:51561"	"ls:fr:node:51562"	"ls:fr:cptype:2"	""
"ls:fr:node:27053"	"ls:fr:node:35449"	"ls:fr:cptype:2"	""
"ls:fr:node:40743"	"ls:fr:node:46498"	"ls:fr:cptype:2"	""
"ls:fr:node:28972"	"ls:fr:node:51566"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37166"	"ls:fr:node:45573"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34332"	"ls:fr:node:51569"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27053"	"ls:fr:node:51570"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28404"	"ls:fr:node:34914"	"ls:fr:cptype:2"	""
"ls:fr:node:51579"	"ls:fr:node:51580"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51581"	"ls:fr:node:51578"	"ls:fr:cptype:9"	""
"ls:fr:node:51592"	"ls:fr:node:51593"	"ls:fr:cptype:2"	""
"ls:fr:node:51595"	"ls:fr:node:51596"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51606"	"ls:fr:node:51607"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51602"	"ls:fr:node:51605"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51612"	"ls:fr:node:27865"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51614"	"ls:fr:node:29375"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51618"	"ls:fr:node:51620"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41513"	"ls:fr:node:26674"	"ls:fr:cptype:5"	""
"ls:fr:node:51622"	"ls:fr:node:51623"	"ls:fr:cptype:5"	""
"ls:fr:node:38489"	"ls:fr:node:51625"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:33895"	"ls:fr:node:51626"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51627"	"ls:fr:node:51597"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51628"	"ls:fr:node:41953"	"ls:fr:cptype:5"	""
"ls:fr:node:51634"	"ls:fr:node:51635"	"ls:fr:cptype:5"	""
"ls:fr:node:28479"	"ls:fr:node:51752"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51676"	"ls:fr:node:51677"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51648"	"ls:fr:node:51457"	"ls:fr:cptype:5"	""
"ls:fr:node:32209"	"ls:fr:node:51649"	"ls:fr:cptype:5"	""
"ls:fr:node:51652"	"ls:fr:node:51653"	"ls:fr:cptype:2"	""
"ls:fr:node:26976"	"ls:fr:node:51659"	"ls:fr:cptype:5"	""
"ls:fr:node:51679"	"ls:fr:node:51680"	"ls:fr:cptype:4"	""
"ls:fr:node:35119"	"ls:fr:node:51687"	"ls:fr:cptype:5"	""
"ls:fr:node:51691"	"ls:fr:node:51692"	"ls:fr:cptype:5"	""
"ls:fr:node:51687"	"ls:fr:node:51694"	"ls:fr:cptype:2"	""
"ls:fr:node:51688"	"ls:fr:node:51693"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49231"	"ls:fr:node:51702"	"ls:fr:cptype:5"	""
"ls:fr:node:29385"	"ls:fr:node:51703"	"ls:fr:cptype:5"	""
"ls:fr:node:34924"	"ls:fr:node:51704"	"ls:fr:cptype:2"	""
"ls:fr:node:51707"	"ls:fr:node:51708"	"ls:fr:cptype:5"	""
"ls:fr:node:51715"	"ls:fr:node:51716"	"ls:fr:cptype:2"	""
"ls:fr:node:32380"	"ls:fr:node:51715"	"ls:fr:cptype:8"	""
"ls:fr:node:51723"	"ls:fr:node:51724"	"ls:fr:cptype:1"	""
"ls:fr:node:28136"	"ls:fr:node:50893"	"ls:fr:cptype:5"	""
"ls:fr:node:51734"	"ls:fr:node:51738"	"ls:fr:cptype:5"	""
"ls:fr:node:51731"	"ls:fr:node:51732"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51736"	"ls:fr:node:51739"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51743"	"ls:fr:node:51741"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:48296"	"ls:fr:node:51759"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51759"	"ls:fr:node:51760"	"ls:fr:cptype:4"	""
"ls:fr:node:29430"	"ls:fr:node:51766"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51769"	"ls:fr:node:51768"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51767"	"ls:fr:node:51771"	"ls:fr:cptype:5"	""
"ls:fr:node:51770"	"ls:fr:node:51772"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51784"	"ls:fr:node:51785"	"ls:fr:cptype:2"	""
"ls:fr:node:51787"	"ls:fr:node:51788"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29226"	"ls:fr:node:51791"	"ls:fr:cptype:5"	""
"ls:fr:node:51793"	"ls:fr:node:51794"	"ls:fr:cptype:5"	""
"ls:fr:node:29162"	"ls:fr:node:51801"	"ls:fr:cptype:5"	""
"ls:fr:node:47885"	"ls:fr:node:51821"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51819"	"ls:fr:node:51820"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51825"	"ls:fr:node:46300"	"ls:fr:cptype:4"	""
"ls:fr:node:51824"	"ls:fr:node:51827"	"ls:fr:cptype:5"	""
"ls:fr:node:51826"	"ls:fr:node:51828"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51825"	"ls:fr:node:51829"	"ls:fr:cptype:5"	""
"ls:fr:node:51830"	"ls:fr:node:51836"	"ls:fr:cptype:4"	""
"ls:fr:node:51837"	"ls:fr:node:51838"	"ls:fr:cptype:2"	""
"ls:fr:node:51838"	"ls:fr:node:51835"	"ls:fr:cptype:5"	""
"ls:fr:node:40884"	"ls:fr:node:51840"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51846"	"ls:fr:node:51847"	"ls:fr:cptype:2"	""
"ls:fr:node:42511"	"ls:fr:node:42547"	"ls:fr:cptype:5"	""
"ls:fr:node:42511"	"ls:fr:node:42546"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26304"	"ls:fr:node:51851"	"ls:fr:cptype:2"	""
"ls:fr:node:30270"	"ls:fr:node:51856"	"ls:fr:cptype:2"	""
"ls:fr:node:51852"	"ls:fr:node:51853"	"ls:fr:cptype:2"	""
"ls:fr:node:51858"	"ls:fr:node:51859"	"ls:fr:cptype:8"	""
"ls:fr:node:28125"	"ls:fr:node:51862"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:54896"	"ls:fr:node:51867"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51611"	"ls:fr:node:51868"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51876"	"ls:fr:node:51877"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51882"	"ls:fr:node:51883"	"ls:fr:cptype:5"	""
"ls:fr:node:28530"	"ls:fr:node:51887"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27225"	"ls:fr:node:51888"	"ls:fr:cptype:2"	""
"ls:fr:node:37268"	"ls:fr:node:51896"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51891"	"ls:fr:node:51892"	"ls:fr:cptype:5"	""
"ls:fr:node:51891"	"ls:fr:node:51897"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29507"	"ls:fr:node:51900"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51902"	"ls:fr:node:51901"	"ls:fr:cptype:5"	""
"ls:fr:node:26455"	"ls:fr:node:51904"	"ls:fr:cptype:2"	""
"ls:fr:node:51908"	"ls:fr:node:51910"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26429"	"ls:fr:node:51911"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51912"	"ls:fr:node:51913"	"ls:fr:cptype:5"	""
"ls:fr:node:51915"	"ls:fr:node:51916"	"ls:fr:cptype:5"	""
"ls:fr:node:38510"	"ls:fr:node:38645"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51920"	"ls:fr:node:51921"	"ls:fr:cptype:8"	""
"ls:fr:node:51921"	"ls:fr:node:51922"	"ls:fr:cptype:4"	""
"ls:fr:node:28530"	"ls:fr:node:51924"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26469"	"ls:fr:node:51925"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29007"	"ls:fr:node:49341"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29007"	"ls:fr:node:51926"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47308"	"ls:fr:node:47310"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41345"	"ls:fr:node:51930"	"ls:fr:cptype:5"	""
"ls:fr:node:51931"	"ls:fr:node:51933"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32428"	"ls:fr:node:51936"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29261"	"ls:fr:node:51949"	"ls:fr:cptype:2"	""
"ls:fr:node:26561"	"ls:fr:node:51960"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26561"	"ls:fr:node:51960"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:51964"	"ls:fr:node:51965"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51966"	"ls:fr:node:51967"	"ls:fr:cptype:5"	""
"ls:fr:node:28127"	"ls:fr:node:36381"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28127"	"ls:fr:node:42021"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28127"	"ls:fr:node:51973"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51975"	"ls:fr:node:51974"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49642"	"ls:fr:node:51983"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52283"	"ls:fr:node:51941"	"ls:fr:cptype:4"	""
"ls:fr:node:51988"	"ls:fr:node:51989"	"ls:fr:cptype:1"	""
"ls:fr:node:47032"	"ls:fr:node:51995"	"ls:fr:cptype:5"	""
"ls:fr:node:51999"	"ls:fr:node:52000"	"ls:fr:cptype:5"	""
"ls:fr:node:52003"	"ls:fr:node:52004"	"ls:fr:cptype:4"	""
"ls:fr:node:26432"	"ls:fr:node:52005"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52005"	"ls:fr:node:42313"	"ls:fr:cptype:2"	""
"ls:fr:node:52008"	"ls:fr:node:51876"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37716"	"ls:fr:node:52017"	"ls:fr:cptype:5"	""
"ls:fr:node:37716"	"ls:fr:node:52018"	"ls:fr:cptype:2"	""
"ls:fr:node:52019"	"ls:fr:node:52020"	"ls:fr:cptype:2"	""
"ls:fr:node:52022"	"ls:fr:node:52024"	"ls:fr:cptype:2"	""
"ls:fr:node:28664"	"ls:fr:node:52026"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52029"	"ls:fr:node:52025"	"ls:fr:cptype:2"	""
"ls:fr:node:28582"	"ls:fr:node:52027"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52025"	"ls:fr:node:52028"	"ls:fr:cptype:2"	""
"ls:fr:node:35218"	"ls:fr:node:52029"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52030"	"ls:fr:node:28569"	"ls:fr:cptype:5"	""
"ls:fr:node:31814"	"ls:fr:node:52031"	"ls:fr:cptype:5"	""
"ls:fr:node:52030"	"ls:fr:node:52034"	"ls:fr:cptype:5"	""
"ls:fr:node:28569"	"ls:fr:node:52033"	"ls:fr:cptype:4"	""
"ls:fr:node:52045"	"ls:fr:node:52046"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26868"	"ls:fr:node:52047"	"ls:fr:cptype:4"	""
"ls:fr:node:52049"	"ls:fr:node:51996"	"ls:fr:cptype:5"	""
"ls:fr:node:52051"	"ls:fr:node:52053"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52055"	"ls:fr:node:52056"	"ls:fr:cptype:4"	""
"ls:fr:node:28475"	"ls:fr:node:52060"	"ls:fr:cptype:5"	""
"ls:fr:node:52060"	"ls:fr:node:52063"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52062"	"ls:fr:node:52064"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28533"	"ls:fr:node:52074"	"ls:fr:cptype:5"	""
"ls:fr:node:52074"	"ls:fr:node:52073"	"ls:fr:cptype:2"	""
"ls:fr:node:52076"	"ls:fr:node:52077"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52075"	"ls:fr:node:52078"	"ls:fr:cptype:5"	""
"ls:fr:node:37992"	"ls:fr:node:52083"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52093"	"ls:fr:node:52094"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28249"	"ls:fr:node:52101"	"ls:fr:cptype:2"	""
"ls:fr:node:52103"	"ls:fr:node:52104"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52101"	"ls:fr:node:52105"	"ls:fr:cptype:5"	""
"ls:fr:node:52107"	"ls:fr:node:52106"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52076"	"ls:fr:node:52108"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52112"	"ls:fr:node:52113"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52116"	"ls:fr:node:52117"	"ls:fr:cptype:4"	""
"ls:fr:node:52129"	"ls:fr:node:52130"	"ls:fr:cptype:4"	""
"ls:fr:node:52126"	"ls:fr:node:52132"	"ls:fr:cptype:8"	""
"ls:fr:node:52136"	"ls:fr:node:52137"	"ls:fr:cptype:5"	""
"ls:fr:node:52144"	"ls:fr:node:36175"	"ls:fr:cptype:2"	""
"ls:fr:node:52149"	"ls:fr:node:52152"	"ls:fr:cptype:1"	""
"ls:fr:node:26182"	"ls:fr:node:52145"	"ls:fr:cptype:5"	""
"ls:fr:node:52147"	"ls:fr:node:52149"	"ls:fr:cptype:5"	""
"ls:fr:node:52156"	"ls:fr:node:52157"	"ls:fr:cptype:1"	""
"ls:fr:node:52159"	"ls:fr:node:52162"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37772"	"ls:fr:node:52163"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27966"	"ls:fr:node:52165"	"ls:fr:cptype:1"	""
"ls:fr:node:52173"	"ls:fr:node:52174"	"ls:fr:cptype:4"	""
"ls:fr:node:33419"	"ls:fr:node:52179"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52179"	"ls:fr:node:52180"	"ls:fr:cptype:2"	""
"ls:fr:node:52192"	"ls:fr:node:52193"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52194"	"ls:fr:node:52195"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49519"	"ls:fr:node:52203"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52204"	"ls:fr:node:49326"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52205"	"ls:fr:node:52206"	"ls:fr:cptype:2"	""
"ls:fr:node:33671"	"ls:fr:node:52211"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52208"	"ls:fr:node:52217"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27195"	"ls:fr:node:52212"	"ls:fr:cptype:5"	""
"ls:fr:node:52212"	"ls:fr:node:52213"	"ls:fr:cptype:1"	""
"ls:fr:node:27195"	"ls:fr:node:52214"	"ls:fr:cptype:2"	""
"ls:fr:node:52214"	"ls:fr:node:52215"	"ls:fr:cptype:5"	""
