"source"	"target"	"type"	"subtype"
"ls:fr:node:47805"	"ls:fr:node:42121"	"ls:fr:cptype:2"	""
"ls:fr:node:47802"	"ls:fr:node:47805"	"ls:fr:cptype:2"	""
"ls:fr:node:42118"	"ls:fr:node:47812"	"ls:fr:cptype:2"	""
"ls:fr:node:42162"	"ls:fr:node:42163"	"ls:fr:cptype:2"	""
"ls:fr:node:42163"	"ls:fr:node:47796"	"ls:fr:cptype:2"	""
"ls:fr:node:42122"	"ls:fr:node:47820"	"ls:fr:cptype:2"	""
"ls:fr:node:39284"	"ls:fr:node:39291"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29766"	"ls:fr:node:44430"	"ls:fr:cptype:2"	""
"ls:fr:node:29766"	"ls:fr:node:31222"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:29766"	"ls:fr:node:44431"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:29766"	"ls:fr:node:42379"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:36558"	"ls:fr:node:54935"	"ls:fr:cptype:2"	""
"ls:fr:node:29894"	"ls:fr:node:30712"	"ls:fr:cptype:2"	""
"ls:fr:node:29538"	"ls:fr:node:55563"	"ls:fr:cptype:4"	""
"ls:fr:node:38503"	"ls:fr:node:38782"	"ls:fr:cptype:5"	""
"ls:fr:node:47832"	"ls:fr:node:47833"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47832"	"ls:fr:node:47833"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:27889"	"ls:fr:node:40183"	"ls:fr:cptype:2"	""
"ls:fr:node:27889"	"ls:fr:node:40185"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29900"	"ls:fr:node:40476"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:27771"	"ls:fr:node:47842"	"ls:fr:cptype:2"	""
"ls:fr:node:37233"	"ls:fr:node:47845"	"ls:fr:cptype:2"	""
"ls:fr:node:33373"	"ls:fr:node:33380"	"ls:fr:cptype:5"	""
"ls:fr:node:33380"	"ls:fr:node:33423"	"ls:fr:cptype:5"	""
"ls:fr:node:35187"	"ls:fr:node:33384"	"ls:fr:cptype:5"	""
"ls:fr:node:33384"	"ls:fr:node:33453"	"ls:fr:cptype:5"	""
"ls:fr:node:30554"	"ls:fr:node:47844"	"ls:fr:cptype:2"	""
"ls:fr:node:47848"	"ls:fr:node:47786"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29656"	"ls:fr:node:30291"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30500"	"ls:fr:node:47709"	"ls:fr:cptype:5"	""
"ls:fr:node:47097"	"ls:fr:node:47738"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27957"	"ls:fr:node:39961"	"ls:fr:cptype:4"	""
"ls:fr:node:27957"	"ls:fr:node:39962"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28444"	"ls:fr:node:40483"	"ls:fr:cptype:5"	""
"ls:fr:node:28444"	"ls:fr:node:40485"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47869"	"ls:fr:node:47870"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29900"	"ls:fr:node:47871"	"ls:fr:cptype:4"	"ls:fr:cpstype:10"
"ls:fr:node:29474"	"ls:fr:node:33644"	"ls:fr:cptype:4"	""
"ls:fr:node:33644"	"ls:fr:node:31443"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29659"	"ls:fr:node:34263"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:42463"	"ls:fr:node:47874"	"ls:fr:cptype:4"	""
"ls:fr:node:42463"	"ls:fr:node:47875"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:40479"	"ls:fr:node:27161"	"ls:fr:cptype:4"	""
"ls:fr:node:47899"	"ls:fr:node:40480"	"ls:fr:cptype:2"	""
"ls:fr:node:47882"	"ls:fr:node:26946"	"ls:fr:cptype:4"	"ls:fr:cpstype:10"
"ls:fr:node:47882"	"ls:fr:node:47883"	"ls:fr:cptype:4"	"ls:fr:cpstype:10"
"ls:fr:node:27789"	"ls:fr:node:47884"	"ls:fr:cptype:4"	"ls:fr:cpstype:10"
"ls:fr:node:29265"	"ls:fr:node:31028"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29265"	"ls:fr:node:40722"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29265"	"ls:fr:node:40719"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:39284"	"ls:fr:node:28446"	"ls:fr:cptype:4"	""
"ls:fr:node:39284"	"ls:fr:node:30241"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31028"	"ls:fr:node:40891"	"ls:fr:cptype:5"	""
"ls:fr:node:42060"	"ls:fr:node:47892"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41992"	"ls:fr:node:44259"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26873"	"ls:fr:node:32587"	"ls:fr:cptype:2"	""
"ls:fr:node:26873"	"ls:fr:node:47684"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47684"	"ls:fr:node:47682"	"ls:fr:cptype:2"	""
"ls:fr:node:51112"	"ls:fr:node:50341"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29840"	"ls:fr:node:41103"	"ls:fr:cptype:4"	""
"ls:fr:node:40479"	"ls:fr:node:47899"	"ls:fr:cptype:2"	""
"ls:fr:node:29702"	"ls:fr:node:33309"	"ls:fr:cptype:2"	""
"ls:fr:node:34371"	"ls:fr:node:34372"	"ls:fr:cptype:5"	""
"ls:fr:node:42589"	"ls:fr:node:47904"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:27377"	"ls:fr:node:47905"	"ls:fr:cptype:2"	""
"ls:fr:node:47905"	"ls:fr:node:47906"	"ls:fr:cptype:5"	""
"ls:fr:node:28539"	"ls:fr:node:47907"	"ls:fr:cptype:1"	"ls:fr:cpstype:1"
"ls:fr:node:33109"	"ls:fr:node:47910"	"ls:fr:cptype:4"	""
"ls:fr:node:28539"	"ls:fr:node:47912"	"ls:fr:cptype:4"	""
"ls:fr:node:27122"	"ls:fr:node:29998"	"ls:fr:cptype:2"	""
"ls:fr:node:29998"	"ls:fr:node:29999"	"ls:fr:cptype:2"	""
"ls:fr:node:29316"	"ls:fr:node:39805"	"ls:fr:cptype:5"	""
"ls:fr:node:29316"	"ls:fr:node:39806"	"ls:fr:cptype:2"	""
"ls:fr:node:29316"	"ls:fr:node:39351"	"ls:fr:cptype:2"	""
"ls:fr:node:29316"	"ls:fr:node:42509"	"ls:fr:cptype:2"	""
"ls:fr:node:47903"	"ls:fr:node:47918"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26727"	"ls:fr:node:39102"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:26727"	"ls:fr:node:39099"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:26727"	"ls:fr:node:39426"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:26727"	"ls:fr:node:40456"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:29316"	"ls:fr:node:42726"	"ls:fr:cptype:2"	""
"ls:fr:node:29316"	"ls:fr:node:39350"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29316"	"ls:fr:node:40841"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29316"	"ls:fr:node:39348"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29316"	"ls:fr:node:39352"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29316"	"ls:fr:node:39349"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47921"	"ls:fr:node:39589"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26957"	"ls:fr:node:38701"	"ls:fr:cptype:5"	""
"ls:fr:node:26957"	"ls:fr:node:38677"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:26957"	"ls:fr:node:38676"	"ls:fr:cptype:1"	"ls:fr:cpstype:6"
"ls:fr:node:26957"	"ls:fr:node:38842"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:29628"	"ls:fr:node:39414"	"ls:fr:cptype:2"	""
"ls:fr:node:26604"	"ls:fr:node:30093"	"ls:fr:cptype:2"	""
"ls:fr:node:30093"	"ls:fr:node:30094"	"ls:fr:cptype:2"	""
"ls:fr:node:30109"	"ls:fr:node:26408"	"ls:fr:cptype:2"	""
"ls:fr:node:35476"	"ls:fr:node:39436"	"ls:fr:cptype:1"	"ls:fr:cpstype:6"
"ls:fr:node:33615"	"ls:fr:node:34887"	"ls:fr:cptype:5"	""
"ls:fr:node:33615"	"ls:fr:node:38430"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30472"	"ls:fr:node:30473"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:29836"	"ls:fr:node:41118"	"ls:fr:cptype:5"	""
"ls:fr:node:29836"	"ls:fr:node:41119"	"ls:fr:cptype:2"	""
"ls:fr:node:26537"	"ls:fr:node:40865"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26537"	"ls:fr:node:41893"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:40673"	"ls:fr:node:40674"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:40674"	"ls:fr:node:47932"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28327"	"ls:fr:node:38357"	"ls:fr:cptype:1"	"ls:fr:cpstype:1"
"ls:fr:node:28327"	"ls:fr:node:38691"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28327"	"ls:fr:node:38359"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27309"	"ls:fr:node:30790"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:27309"	"ls:fr:node:30793"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27730"	"ls:fr:node:39298"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31436"	"ls:fr:node:47943"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26891"	"ls:fr:node:47944"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26891"	"ls:fr:node:47945"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31436"	"ls:fr:node:32700"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32815"	"ls:fr:node:45066"	"ls:fr:cptype:5"	""
"ls:fr:node:32815"	"ls:fr:node:33056"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31845"	"ls:fr:node:42417"	"ls:fr:cptype:5"	""
"ls:fr:node:31845"	"ls:fr:node:42419"	"ls:fr:cptype:5"	""
"ls:fr:node:40232"	"ls:fr:node:40233"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29075"	"ls:fr:node:47948"	"ls:fr:cptype:5"	""
"ls:fr:node:41176"	"ls:fr:node:41177"	"ls:fr:cptype:5"	""
"ls:fr:node:26352"	"ls:fr:node:40478"	"ls:fr:cptype:5"	""
"ls:fr:node:28006"	"ls:fr:node:41561"	"ls:fr:cptype:5"	""
"ls:fr:node:28006"	"ls:fr:node:41436"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28006"	"ls:fr:node:41560"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47950"	"ls:fr:node:40838"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47951"	"ls:fr:node:40923"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34491"	"ls:fr:node:47952"	"ls:fr:cptype:4"	""
"ls:fr:node:34491"	"ls:fr:node:47953"	"ls:fr:cptype:6"	""
"ls:fr:node:34491"	"ls:fr:node:47954"	"ls:fr:cptype:2"	""
"ls:fr:node:34491"	"ls:fr:node:47955"	"ls:fr:cptype:4"	""
"ls:fr:node:47955"	"ls:fr:node:47959"	"ls:fr:cptype:5"	""
"ls:fr:node:34491"	"ls:fr:node:47960"	"ls:fr:cptype:4"	""
"ls:fr:node:34491"	"ls:fr:node:47961"	"ls:fr:cptype:4"	""
"ls:fr:node:34491"	"ls:fr:node:34492"	"ls:fr:cptype:5"	""
"ls:fr:node:34492"	"ls:fr:node:47956"	"ls:fr:cptype:2"	""
"ls:fr:node:34492"	"ls:fr:node:47957"	"ls:fr:cptype:5"	""
"ls:fr:node:34491"	"ls:fr:node:47958"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:34491"	"ls:fr:node:47962"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34491"	"ls:fr:node:47963"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47963"	"ls:fr:node:47964"	"ls:fr:cptype:3"	""
"ls:fr:node:47963"	"ls:fr:node:47965"	"ls:fr:cptype:3"	""
"ls:fr:node:47963"	"ls:fr:node:47966"	"ls:fr:cptype:4"	""
"ls:fr:node:52635"	"ls:fr:node:55669"	"ls:fr:cptype:2"	""
"ls:fr:node:28465"	"ls:fr:node:41540"	"ls:fr:cptype:5"	""
"ls:fr:node:28485"	"ls:fr:node:42520"	"ls:fr:cptype:5"	""
"ls:fr:node:28485"	"ls:fr:node:44439"	"ls:fr:cptype:2"	""
"ls:fr:node:28485"	"ls:fr:node:42521"	"ls:fr:cptype:2"	""
"ls:fr:node:28485"	"ls:fr:node:42523"	"ls:fr:cptype:2"	""
"ls:fr:node:28485"	"ls:fr:node:42524"	"ls:fr:cptype:2"	""
"ls:fr:node:28485"	"ls:fr:node:42522"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:28485"	"ls:fr:node:44250"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:42521"	"ls:fr:node:44440"	"ls:fr:cptype:1"	"ls:fr:cpstype:1"
"ls:fr:node:28519"	"ls:fr:node:38615"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:28519"	"ls:fr:node:42532"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:28519"	"ls:fr:node:42533"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28519"	"ls:fr:node:44299"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:28519"	"ls:fr:node:42534"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28519"	"ls:fr:node:44192"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34911"	"ls:fr:node:34918"	"ls:fr:cptype:5"	""
"ls:fr:node:34911"	"ls:fr:node:40763"	"ls:fr:cptype:1"	"ls:fr:cpstype:1"
"ls:fr:node:29222"	"ls:fr:node:44730"	"ls:fr:cptype:4"	""
"ls:fr:node:44730"	"ls:fr:node:44691"	"ls:fr:cptype:5"	""
"ls:fr:node:29222"	"ls:fr:node:44693"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29625"	"ls:fr:node:33829"	"ls:fr:cptype:5"	""
"ls:fr:node:33829"	"ls:fr:node:41660"	"ls:fr:cptype:2"	""
"ls:fr:node:29625"	"ls:fr:node:42069"	"ls:fr:cptype:2"	"ls:fr:cpstype:8"
"ls:fr:node:29625"	"ls:fr:node:42063"	"ls:fr:cptype:2"	""
"ls:fr:node:29625"	"ls:fr:node:33889"	"ls:fr:cptype:2"	""
"ls:fr:node:29625"	"ls:fr:node:33833"	"ls:fr:cptype:2"	""
"ls:fr:node:33833"	"ls:fr:node:42073"	"ls:fr:cptype:2"	""
"ls:fr:node:33833"	"ls:fr:node:42064"	"ls:fr:cptype:2"	""
"ls:fr:node:42064"	"ls:fr:node:42065"	"ls:fr:cptype:2"	""
"ls:fr:node:29625"	"ls:fr:node:42070"	"ls:fr:cptype:2"	""
"ls:fr:node:33829"	"ls:fr:node:42066"	"ls:fr:cptype:2"	""
"ls:fr:node:29625"	"ls:fr:node:42071"	"ls:fr:cptype:2"	""
"ls:fr:node:29625"	"ls:fr:node:41683"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:41683"	"ls:fr:node:41664"	"ls:fr:cptype:5"	""
"ls:fr:node:41683"	"ls:fr:node:42074"	"ls:fr:cptype:4"	""
"ls:fr:node:29625"	"ls:fr:node:41673"	"ls:fr:cptype:2"	""
"ls:fr:node:33833"	"ls:fr:node:42067"	"ls:fr:cptype:1"	""
"ls:fr:node:29625"	"ls:fr:node:34727"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:29625"	"ls:fr:node:42075"	"ls:fr:cptype:1"	"ls:fr:cpstype:12"
"ls:fr:node:29625"	"ls:fr:node:41674"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41674"	"ls:fr:node:45647"	"ls:fr:cptype:5"	""
"ls:fr:node:29625"	"ls:fr:node:42072"	"ls:fr:cptype:2"	""
"ls:fr:node:29625"	"ls:fr:node:42068"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:29798"	"ls:fr:node:42693"	"ls:fr:cptype:5"	""
"ls:fr:node:42693"	"ls:fr:node:42694"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:48499"	"ls:fr:node:55848"	"ls:fr:cptype:5"	""
"ls:fr:node:29798"	"ls:fr:node:42696"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29798"	"ls:fr:node:42697"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26297"	"ls:fr:node:45176"	"ls:fr:cptype:4"	""
"ls:fr:node:26297"	"ls:fr:node:43000"	"ls:fr:cptype:5"	""
"ls:fr:node:31850"	"ls:fr:node:42384"	"ls:fr:cptype:5"	""
"ls:fr:node:40521"	"ls:fr:node:42387"	"ls:fr:cptype:5"	""
"ls:fr:node:40521"	"ls:fr:node:42388"	"ls:fr:cptype:5"	""
"ls:fr:node:31252"	"ls:fr:node:26316"	"ls:fr:cptype:1"	"ls:fr:cpstype:1"
"ls:fr:node:26316"	"ls:fr:node:33471"	"ls:fr:cptype:2"	""
"ls:fr:node:33471"	"ls:fr:node:38888"	"ls:fr:cptype:2"	""
"ls:fr:node:26316"	"ls:fr:node:33472"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:33472"	"ls:fr:node:38418"	"ls:fr:cptype:5"	""
"ls:fr:node:38418"	"ls:fr:node:38419"	"ls:fr:cptype:4"	""
"ls:fr:node:42586"	"ls:fr:node:42585"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26427"	"ls:fr:node:42586"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:44210"	"ls:fr:node:26742"	"ls:fr:cptype:2"	"ls:fr:cpstype:5"
"ls:fr:node:44210"	"ls:fr:node:33796"	"ls:fr:cptype:2"	"ls:fr:cpstype:5"
"ls:fr:node:44210"	"ls:fr:node:40717"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:27018"	"ls:fr:node:37581"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32837"	"ls:fr:node:50232"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26823"	"ls:fr:node:33253"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:26823"	"ls:fr:node:46201"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:47889"	"ls:fr:node:42358"	"ls:fr:cptype:1"	"ls:fr:cpstype:1"
"ls:fr:node:32837"	"ls:fr:node:50227"	"ls:fr:cptype:5"	""
"ls:fr:node:32073"	"ls:fr:node:41799"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:32073"	"ls:fr:node:41798"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:32804"	"ls:fr:node:50819"	"ls:fr:cptype:5"	""
"ls:fr:node:38694"	"ls:fr:node:50818"	"ls:fr:cptype:5"	""
"ls:fr:node:50817"	"ls:fr:node:38694"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:55381"	"ls:fr:node:38696"	"ls:fr:cptype:5"	""
"ls:fr:node:27988"	"ls:fr:node:38420"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:37857"	"ls:fr:node:37665"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37668"	"ls:fr:node:50815"	"ls:fr:cptype:5"	""
"ls:fr:node:37667"	"ls:fr:node:50814"	"ls:fr:cptype:5"	""
"ls:fr:node:47916"	"ls:fr:node:42557"	"ls:fr:cptype:2"	""
"ls:fr:node:47917"	"ls:fr:node:42558"	"ls:fr:cptype:2"	""
"ls:fr:node:42555"	"ls:fr:node:47914"	"ls:fr:cptype:2"	""
"ls:fr:node:42555"	"ls:fr:node:46007"	"ls:fr:cptype:2"	""
"ls:fr:node:27058"	"ls:fr:node:43075"	"ls:fr:cptype:5"	""
"ls:fr:node:27058"	"ls:fr:node:33942"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:33942"	"ls:fr:node:39712"	"ls:fr:cptype:4"	""
"ls:fr:node:39712"	"ls:fr:node:39714"	"ls:fr:cptype:4"	""
"ls:fr:node:33942"	"ls:fr:node:39717"	"ls:fr:cptype:5"	""
"ls:fr:node:39717"	"ls:fr:node:39718"	"ls:fr:cptype:5"	""
"ls:fr:node:27058"	"ls:fr:node:41643"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:42556"	"ls:fr:node:47915"	"ls:fr:cptype:2"	""
"ls:fr:node:27215"	"ls:fr:node:42917"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:42917"	"ls:fr:node:42925"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:42925"	"ls:fr:node:42928"	"ls:fr:cptype:5"	""
"ls:fr:node:27215"	"ls:fr:node:42930"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27525"	"ls:fr:node:41267"	"ls:fr:cptype:5"	""
"ls:fr:node:27525"	"ls:fr:node:41117"	"ls:fr:cptype:2"	""
"ls:fr:node:27525"	"ls:fr:node:40723"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:27525"	"ls:fr:node:33949"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27705"	"ls:fr:node:41442"	"ls:fr:cptype:5"	""
"ls:fr:node:27705"	"ls:fr:node:33959"	"ls:fr:cptype:2"	""
"ls:fr:node:41442"	"ls:fr:node:33960"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:41442"	"ls:fr:node:41441"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:41442"	"ls:fr:node:42631"	"ls:fr:cptype:6"	""
"ls:fr:node:42554"	"ls:fr:node:47971"	"ls:fr:cptype:2"	""
"ls:fr:node:47969"	"ls:fr:node:47970"	"ls:fr:cptype:2"	""
"ls:fr:node:28011"	"ls:fr:node:33984"	"ls:fr:cptype:5"	""
"ls:fr:node:33984"	"ls:fr:node:33986"	"ls:fr:cptype:2"	""
"ls:fr:node:28011"	"ls:fr:node:33985"	"ls:fr:cptype:2"	""
"ls:fr:node:28011"	"ls:fr:node:39439"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:26537"	"ls:fr:node:35912"	"ls:fr:cptype:5"	""
"ls:fr:node:26566"	"ls:fr:node:47975"	"ls:fr:cptype:5"	""
"ls:fr:node:26566"	"ls:fr:node:44348"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26566"	"ls:fr:node:30350"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47976"	"ls:fr:node:42552"	"ls:fr:cptype:5"	""
"ls:fr:node:28453"	"ls:fr:node:34004"	"ls:fr:cptype:4"	""
"ls:fr:node:28453"	"ls:fr:node:41397"	"ls:fr:cptype:4"	""
"ls:fr:node:34004"	"ls:fr:node:34005"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:34005"	"ls:fr:node:34006"	"ls:fr:cptype:5"	""
"ls:fr:node:28572"	"ls:fr:node:42977"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28580"	"ls:fr:node:39260"	"ls:fr:cptype:5"	""
"ls:fr:node:39260"	"ls:fr:node:39261"	"ls:fr:cptype:4"	""
"ls:fr:node:28580"	"ls:fr:node:33764"	"ls:fr:cptype:4"	""
"ls:fr:node:33764"	"ls:fr:node:39300"	"ls:fr:cptype:2"	""
"ls:fr:node:33764"	"ls:fr:node:34011"	"ls:fr:cptype:2"	""
"ls:fr:node:28580"	"ls:fr:node:39262"	"ls:fr:cptype:2"	""
"ls:fr:node:28580"	"ls:fr:node:34012"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:28580"	"ls:fr:node:39264"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:28580"	"ls:fr:node:39534"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:33764"	"ls:fr:node:39533"	"ls:fr:cptype:1"	"ls:fr:cpstype:1"
"ls:fr:node:33764"	"ls:fr:node:39532"	"ls:fr:cptype:2"	""
"ls:fr:node:39532"	"ls:fr:node:39263"	"ls:fr:cptype:5"	""
"ls:fr:node:39532"	"ls:fr:node:40569"	"ls:fr:cptype:4"	""
"ls:fr:node:27729"	"ls:fr:node:39303"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:33104"	"ls:fr:node:40371"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:33117"	"ls:fr:node:40374"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:33119"	"ls:fr:node:40376"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:33982"	"ls:fr:node:47333"	"ls:fr:cptype:5"	""
"ls:fr:node:28834"	"ls:fr:node:42593"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28834"	"ls:fr:node:42595"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28649"	"ls:fr:node:45555"	"ls:fr:cptype:5"	""
"ls:fr:node:28649"	"ls:fr:node:30045"	"ls:fr:cptype:5"	""
"ls:fr:node:31959"	"ls:fr:node:34827"	"ls:fr:cptype:8"	""
"ls:fr:node:28098"	"ls:fr:node:38911"	"ls:fr:cptype:5"	""
"ls:fr:node:28098"	"ls:fr:node:39423"	"ls:fr:cptype:5"	""
"ls:fr:node:28859"	"ls:fr:node:42389"	"ls:fr:cptype:5"	""
